"field_fvid","crop_code","pixel_count","total_area","buffer_radius","cdl_year"
63019,43,16,7850.39347935235,50,2022
63019,12,15,6950.39347935235,50,2023
63019,5,16,7850.39347935235,50,2024
63020,43,16,7850.39339940995,50,2010
63020,42,16,7850.39339940995,50,2011
63020,12,16,7850.39339940995,50,2012
63020,1,16,7850.39339940995,50,2013
63020,43,16,7850.39339940995,50,2014
63020,42,10,5137.26474065334,50,2015
63020,1,16,7850.39339940995,50,2016
63020,43,16,7850.39339940995,50,2017
63020,1,16,7850.39339940995,50,2018
63020,5,16,7850.39339940995,50,2019
63020,43,16,7850.39339940995,50,2020
63020,42,16,7850.39339940995,50,2021
63020,53,16,7850.39339940995,50,2022
63020,12,16,7850.39339940995,50,2023
63020,43,16,7850.39339940995,50,2024
63022,43,17,7850.39342727978,50,2010
63022,42,17,7850.39342727978,50,2011
63022,176,10,4340.45535412151,50,2012
63022,43,17,7850.39342727978,50,2013
63022,50,17,7850.39342727978,50,2014
63022,12,9,2886.01846396923,50,2015
63022,43,17,7850.39342727978,50,2016
63022,1,14,6918.95808849949,50,2017
63022,1,15,6941.92308161873,50,2018
63022,43,17,7850.39342727978,50,2019
63022,50,17,7850.39342727978,50,2020
63022,43,17,7850.39342727978,50,2021
63022,42,17,7850.39342727978,50,2022
63022,43,17,7850.39342727978,50,2023
63022,12,17,7850.39342727978,50,2024
63088,1,15,7850.39341533557,50,2010
63088,42,13,6050.39341533557,50,2011
63088,27,15,7850.39341533557,50,2012
63088,43,15,7850.39341533557,50,2013
63088,1,14,6950.39341533557,50,2014
63088,5,15,7850.39341533557,50,2015
63088,1,15,7850.39341533557,50,2016
63088,1,15,7850.39341533557,50,2017
63088,1,15,7850.39341533557,50,2018
63088,43,15,7850.39341533557,50,2019
63088,46,15,7850.39341533557,50,2020
63088,1,15,7850.39341533557,50,2021
63088,53,13,7360.27918243781,50,2022
63088,12,11,5980.22073889151,50,2023
63088,46,15,7850.39341533557,50,2024
63089,1,15,7850.39345305413,50,2010
63089,42,15,7850.39345305413,50,2011
63089,27,15,7850.39345305413,50,2012
63089,42,15,7850.39345305413,50,2013
63089,1,15,7850.39345305413,50,2014
63089,43,15,7850.39345305413,50,2015
63089,1,15,7850.39345305413,50,2016
63089,1,15,7850.39345305413,50,2017
63089,1,15,7850.39345305413,50,2018
63089,37,6,3392.0712729916,50,2019
63089,43,15,7850.39345305413,50,2020
63089,1,10,4754.69796136022,50,2021
63089,1,13,6550.38894396275,50,2022
63089,43,15,7850.39345305413,50,2023
63089,46,15,7850.39345305413,50,2024
63090,43,16,7850.39338935167,50,2010
63090,1,16,7850.39338935167,50,2011
63090,1,14,7179.93404902518,50,2012
63090,27,16,7850.39338935167,50,2013
63090,27,16,7850.39338935167,50,2014
63090,42,16,7850.39338935167,50,2015
63090,43,16,7850.39338935167,50,2016
63090,1,7,3078.83427254856,50,2017
63090,1,16,7850.39338935167,50,2018
63090,53,9,4063.44086956233,50,2019
63090,43,16,7850.39338935167,50,2020
63090,42,16,7850.39338935167,50,2021
63090,12,16,7850.39338935167,50,2022
63090,46,16,7850.39338935167,50,2023
63090,12,13,6542.30985883623,50,2024
63091,42,14,7426.42652532086,50,2010
63091,1,16,7850.39344383404,50,2011
63091,12,16,7850.39344383404,50,2012
63091,43,16,7850.39344383404,50,2013
63091,43,8,3498.15572826192,50,2014
63091,1,16,7850.39344383404,50,2015
63091,1,16,7850.39344383404,50,2016
63091,43,16,7850.39344383404,50,2017
63091,1,12,7110.98335599527,50,2018
63091,36,16,7850.39344383404,50,2019
63091,36,16,7850.39344383404,50,2020
63091,36,16,7850.39344383404,50,2021
63091,36,16,7850.39344383404,50,2022
63091,1,16,7850.39344383404,50,2023
63091,46,16,7850.39344383404,50,2024
63093,1,9,2727.33295991784,50,2010
63093,1,7,3662.41753846407,50,2011
63093,43,17,7850.39344414836,50,2012
63093,1,17,7850.39344414836,50,2013
63093,1,17,7850.39344414836,50,2014
63093,42,17,7850.39344414836,50,2015
63093,43,17,7850.39344414836,50,2016
63093,1,11,5454.94386762148,50,2017
63093,46,9,4140.73355868459,50,2018
63093,43,17,7850.39344414836,50,2019
63093,46,17,7850.39344414836,50,2020
63093,1,17,7850.39344414836,50,2021
63093,1,17,7850.39344414836,50,2022
63093,43,17,7850.39344414836,50,2023
63093,1,17,7850.39344414836,50,2024
63097,1,17,7850.39348113351,50,2010
63097,42,17,7850.39348113351,50,2011
63097,1,17,7850.39348113351,50,2012
63097,43,17,7850.39348113351,50,2013
63097,5,10,5142.30756810866,50,2014
63097,42,17,7850.39348113351,50,2015
63097,1,17,7850.39348113351,50,2016
63097,43,17,7850.39348113351,50,2017
63097,5,17,7850.39348113351,50,2018
63097,1,17,7850.39348113351,50,2019
63097,1,17,7850.39348113351,50,2020
63097,42,17,7850.39348113351,50,2021
63097,43,17,7850.39348113351,50,2022
63097,42,17,7850.39348113351,50,2023
63097,1,17,7850.39348113351,50,2024
63100,1,21,7850.39343335666,50,2010
63100,43,21,7850.39343335666,50,2011
63100,1,21,7850.39343335666,50,2012
63100,36,21,7850.39343335666,50,2013
63100,36,21,7850.39343335666,50,2014
63100,36,21,7850.39343335666,50,2015
63100,36,21,7850.39343335666,50,2016
63100,1,21,7850.39343335666,50,2017
63100,43,21,7850.39343335666,50,2018
63100,1,21,7850.39343335666,50,2019
63100,1,21,7850.39343335666,50,2020
63100,43,21,7850.39343335666,50,2021
63100,1,21,7850.39343335666,50,2022
63100,1,21,7850.39343335666,50,2023
63100,43,21,7850.39343335666,50,2024
63104,1,15,7850.39340611547,50,2010
63104,42,11,5278.78482565284,50,2011
63104,1,15,7850.39340611547,50,2012
63104,1,15,7850.39340611547,50,2013
63104,42,15,7850.39340611547,50,2014
63104,43,15,7850.39340611547,50,2015
63104,1,14,7019.41898223013,50,2016
63104,1,15,7850.39340611547,50,2017
63104,43,15,7850.39340611547,50,2018
63104,12,15,7850.39340611547,50,2019
63104,12,15,7850.39340611547,50,2020
63104,43,15,7850.39340611547,50,2021
63104,12,15,7850.39340611547,50,2022
63104,42,15,7850.39340611547,50,2023
63104,43,8,3902.45650839061,50,2024
63105,53,16,7850.39348762948,50,2010
63105,1,16,7850.39348762948,50,2011
63105,42,16,7850.39348762948,50,2012
63105,12,14,7336.67500403244,50,2013
63105,43,16,7850.39348762948,50,2014
63105,12,16,7850.39348762948,50,2015
63105,1,16,7850.39348762948,50,2016
63105,42,16,7850.39348762948,50,2017
63105,43,16,7850.39348762948,50,2018
63105,12,12,6990.2114443481,50,2019
63105,12,11,6090.2114443481,50,2020
63105,42,8,4257.23800286651,50,2021
63105,43,16,7850.39348762948,50,2022
63105,12,16,7850.39348762948,50,2023
63105,5,11,5418.29427417833,50,2024
63106,1,15,7850.39345389232,50,2010
63106,176,11,5716.81519215927,50,2011
63106,1,15,7850.39345389232,50,2012
63106,43,15,7850.39345389232,50,2013
63106,1,15,7850.39345389232,50,2014
63106,53,13,7027.92465677485,50,2015
63106,1,15,7850.39345389232,50,2016
63106,1,15,7850.39345389232,50,2017
63106,1,15,7850.39345389232,50,2018
63106,43,15,7850.39345389232,50,2019
63106,46,14,7427.33637755737,50,2020
63106,229,7,4059.16465222836,50,2021
63106,43,7,4059.16465222836,50,2022
63106,43,15,7850.39345389232,50,2023
63106,42,10,5032.38196447492,50,2024
63110,53,15,7850.39348322898,50,2010
63110,43,15,7850.39348322898,50,2011
63110,12,15,7850.39348322898,50,2012
63110,1,15,7850.39348322898,50,2013
63110,43,15,7850.39348322898,50,2014
63110,27,15,7850.39348322898,50,2015
63110,5,15,7850.39348322898,50,2016
63110,43,15,7850.39348322898,50,2017
63110,5,15,7850.39348322898,50,2018
63110,1,15,7850.39348322898,50,2019
63110,42,15,7850.39348322898,50,2020
63110,1,15,7850.39348322898,50,2021
63110,43,15,7850.39348322898,50,2022
63110,42,15,7850.39348322898,50,2023
63110,1,15,7850.39348322898,50,2024
63111,53,16,7850.39340779185,50,2010
63111,43,16,7850.39340779185,50,2011
63111,12,16,7850.39340779185,50,2012
63111,1,16,7850.39340779185,50,2013
63111,43,16,7850.39340779185,50,2014
63111,27,16,7850.39340779185,50,2015
63111,5,16,7850.39340779185,50,2016
63111,43,16,7850.39340779185,50,2017
63111,5,16,7850.39340779185,50,2018
63111,1,16,7850.39340779185,50,2019
63111,42,16,7850.39340779185,50,2020
63111,43,16,7850.39340779185,50,2021
63111,43,16,7850.39340779185,50,2022
63111,42,16,7850.39340779185,50,2023
63111,1,16,7850.39340779185,50,2024
63112,12,14,6975.60725212097,50,2010
63112,43,13,6790.0742277503,50,2011
63112,1,14,7325.45393630862,50,2012
63112,36,16,7850.39340779185,50,2013
63112,43,16,7850.39340779185,50,2014
63112,5,16,7850.39340779185,50,2015
63112,12,16,7850.39340779185,50,2016
63112,1,9,3747.20991030335,50,2017
63112,61,16,7850.39340779185,50,2018
63112,61,13,5707.49951228499,50,2019
63112,61,13,5707.49951228499,50,2020
63112,43,13,5707.49951228499,50,2021
63112,42,13,5707.49951228499,50,2022
63112,1,16,7850.39340779185,50,2023
63112,43,16,7850.39340779185,50,2024
63118,1,15,7850.3934212029,50,2010
63118,1,15,7850.3934212029,50,2011
63118,5,10,4301.39672532678,50,2012
63118,1,15,7850.3934212029,50,2013
63118,5,15,7850.3934212029,50,2014
63118,1,15,7850.3934212029,50,2015
63118,12,15,7850.3934212029,50,2016
63118,1,14,7544.57014873624,50,2017
63118,5,15,7850.3934212029,50,2018
63118,1,15,7850.3934212029,50,2019
63118,5,14,7821.4270927012,50,2020
63118,1,15,7850.3934212029,50,2021
63118,5,15,7850.3934212029,50,2022
63118,1,15,7850.3934212029,50,2023
63118,43,8,4869.63771209121,50,2024
63119,1,11,5562.61847564019,50,2010
63119,1,17,7850.39341994561,50,2011
63119,43,17,7850.39341994561,50,2012
63119,1,17,7850.39341994561,50,2013
63119,5,17,7850.39341994561,50,2014
63119,12,16,7840.84717989899,50,2015
63119,43,17,7850.39341994561,50,2016
63119,1,17,7850.39341994561,50,2017
63119,42,13,6613.34370919503,50,2018
63119,42,14,7357.1802968625,50,2019
63119,36,17,7850.39341994561,50,2020
63119,36,17,7850.39341994561,50,2021
63119,43,16,7840.84717989899,50,2022
63119,5,16,7840.84717989899,50,2023
63119,43,14,7056.9823241327,50,2024
63128,43,15,7850.39340779185,50,2010
63128,1,15,7850.39340779185,50,2011
63128,1,15,7850.39340779185,50,2012
63128,176,5,3736.1289203167,50,2013
63128,1,15,7850.39340779185,50,2014
63128,1,15,7850.39340779185,50,2015
63128,1,14,6950.39340779185,50,2016
63128,43,15,7850.39340779185,50,2017
63128,1,15,7850.39340779185,50,2018
63128,1,15,7850.39340779185,50,2019
63128,43,13,6127.30736061931,50,2020
63128,1,14,6950.39340779185,50,2021
63128,1,15,7850.39340779185,50,2022
63128,43,15,7850.39340779185,50,2023
63128,36,13,6127.30736061931,50,2024
63129,43,17,7850.39340454387,50,2010
63129,24,14,7108.59809193062,50,2011
63129,1,17,7850.39340454387,50,2012
63129,176,9,4450.24218382314,50,2013
63129,1,13,6964.11237926222,50,2014
63129,12,17,7850.39340454387,50,2015
63129,1,17,7850.39340454387,50,2016
63129,43,17,7850.39340454387,50,2017
63129,1,17,7850.39340454387,50,2018
63129,42,16,7081.21841746615,50,2019
63129,1,17,7850.39340454387,50,2020
63129,43,17,7850.39340454387,50,2021
63129,1,17,7850.39340454387,50,2022
63129,1,17,7850.39340454387,50,2023
63129,43,17,7850.39340454387,50,2024
63130,43,11,6287.9255130887,50,2010
63130,1,15,7850.39348406717,50,2011
63130,12,9,5134.92797166109,50,2012
63130,43,12,5322.33831686899,50,2013
63130,1,14,6950.39348406717,50,2014
63130,5,10,4926.86291886494,50,2015
63130,1,15,7850.39348406717,50,2016
63130,43,15,7850.39348406717,50,2017
63130,1,15,7850.39348406717,50,2018
63130,42,15,7850.39348406717,50,2019
63130,1,15,7850.39348406717,50,2020
63130,43,15,7850.39348406717,50,2021
63130,1,15,7850.39348406717,50,2022
63130,1,15,7850.39348406717,50,2023
63130,43,15,7850.39348406717,50,2024
63131,12,16,7850.39341837401,50,2010
63131,43,15,7849.09686818719,50,2011
63131,1,16,7850.39341837401,50,2012
63131,176,12,5128.07212859625,50,2013
63131,12,15,6950.39341837401,50,2014
63131,5,16,7850.39341837401,50,2015
63131,43,16,7850.39341837401,50,2016
63131,1,16,7850.39341837401,50,2017
63131,42,16,7850.39341837401,50,2018
63131,43,16,7850.39341837401,50,2019
63131,1,16,7850.39341837401,50,2020
63131,42,8,4638.70794475079,50,2021
63131,43,15,6950.39341837401,50,2022
63131,42,16,7850.39341837401,50,2023
63131,1,16,7850.39341837401,50,2024
63133,36,17,7850.39345645928,50,2010
63133,36,17,7850.39345645928,50,2011
63133,1,17,7850.39345645928,50,2012
63133,1,17,7850.39345645928,50,2013
63133,1,17,7850.39345645928,50,2014
63133,43,17,7850.39345645928,50,2015
63133,27,17,7850.39345645928,50,2016
63133,5,17,7850.39345645928,50,2017
63133,1,17,7850.39345645928,50,2018
63133,43,13,6206.78163120174,50,2019
63133,1,8,3370.750549488,50,2020
63133,12,12,5324.20649310225,50,2021
63133,43,17,7850.39345645928,50,2022
63133,42,17,7850.39345645928,50,2023
63133,1,13,5964.01568451547,50,2024
63134,1,15,7850.3934212029,50,2010
63134,42,13,6120.24763897061,50,2011
63134,12,15,7850.3934212029,50,2012
63134,43,15,7850.3934212029,50,2013
63134,1,15,7850.3934212029,50,2014
63134,42,15,7850.3934212029,50,2015
63134,43,15,7850.3934212029,50,2016
63134,1,15,7850.3934212029,50,2017
63134,1,14,6950.3934212029,50,2018
63134,43,15,7850.3934212029,50,2019
63134,53,15,7850.3934212029,50,2020
63134,1,15,7850.3934212029,50,2021
63134,46,15,7850.3934212029,50,2022
63134,43,15,7850.3934212029,50,2023
63134,43,15,7850.3934212029,50,2024
63135,176,16,7850.39340779185,50,2010
63135,176,15,6974.93224069476,50,2011
63135,176,15,7781.04737475514,50,2012
63135,142,7,4355.12731969357,50,2013
63135,176,6,2221.9738997519,50,2014
63135,12,9,4793.24924424291,50,2015
63135,53,16,7850.39340779185,50,2016
63135,1,16,7850.39340779185,50,2017
63135,42,15,6965.47536179423,50,2018
63135,1,14,6871.65075168014,50,2019
63135,195,10,5021.16156667471,50,2020
63135,1,10,5021.16156667471,50,2021
63135,43,15,7245.53349539638,50,2022
63135,12,14,7168.65583285689,50,2023
63135,43,16,7850.39340779185,50,2024
63136,1,17,7850.3933668253,50,2010
63136,43,16,7407.2685927269,50,2011
63136,1,17,7850.3933668253,50,2012
63136,1,17,7850.3933668253,50,2013
63136,43,17,7850.3933668253,50,2014
63136,1,17,7850.3933668253,50,2015
63136,36,17,7850.3933668253,50,2016
63136,36,17,7850.3933668253,50,2017
63136,36,17,7850.3933668253,50,2018
63136,1,17,7850.3933668253,50,2019
63136,43,13,5177.540889394,50,2020
63136,1,17,7850.3933668253,50,2021
63136,1,17,7850.3933668253,50,2022
63136,43,17,7850.3933668253,50,2023
63136,1,17,7850.3933668253,50,2024
63137,1,15,7850.39349664003,50,2010
63137,1,15,7850.39349664003,50,2011
63137,43,15,7850.39349664003,50,2012
63137,1,15,7850.39349664003,50,2013
63137,42,15,7850.39349664003,50,2014
63137,43,15,7850.39349664003,50,2015
63137,12,15,7850.39349664003,50,2016
63137,43,15,7850.39349664003,50,2017
63137,42,15,7850.39349664003,50,2018
63137,12,15,7850.39349664003,50,2019
63137,43,15,7850.39349664003,50,2020
63137,53,15,7850.39349664003,50,2021
63137,43,15,7850.39349664003,50,2022
63137,12,11,6584.30002201349,50,2023
63137,43,15,7850.39349664003,50,2024
63141,176,11,6242.440677993,50,2010
63141,12,17,7850.3935419023,50,2011
63141,1,17,7850.3935419023,50,2012
63141,1,17,7850.3935419023,50,2013
63141,1,17,7850.3935419023,50,2014
63141,1,9,3668.05639509112,50,2015
63141,1,13,4288.11961635947,50,2016
63141,43,17,7850.3935419023,50,2017
63141,1,17,7850.3935419023,50,2018
63141,61,10,3567.04259812832,50,2019
63141,1,8,5178.85074689984,50,2020
63141,43,6,2659.41942986101,50,2021
63141,5,13,6771.62805944681,50,2022
63141,43,13,5218.71069297194,50,2023
63141,5,16,7704.6460993588,50,2024
63142,1,16,7850.39338935167,50,2010
63142,42,16,7850.39338935167,50,2011
63142,1,16,7850.39338935167,50,2012
63142,43,16,7850.39338935167,50,2013
63142,36,7,3789.32307057548,50,2014
63142,1,16,7850.39338935167,50,2015
63142,42,16,7850.39338935167,50,2016
63142,43,16,7850.39338935167,50,2017
63142,1,16,7850.39338935167,50,2018
63142,42,16,7850.39338935167,50,2019
63142,12,16,7850.39338935167,50,2020
63142,43,16,7850.39338935167,50,2021
63142,5,14,6050.39338935167,50,2022
63142,46,15,6950.39338935167,50,2023
63142,1,10,4552.23638433963,50,2024
63144,43,15,7850.39343126118,50,2010
63144,1,15,7850.39343126118,50,2011
63144,1,15,7850.39343126118,50,2012
63144,176,15,7850.39343126118,50,2013
63144,43,15,7850.39343126118,50,2014
63144,12,15,7850.39343126118,50,2015
63144,36,10,5624.64346066117,50,2016
63144,1,15,7850.39343126118,50,2017
63144,43,15,7850.39343126118,50,2018
63144,1,15,7850.39343126118,50,2019
63144,43,15,7850.39343126118,50,2020
63144,1,15,7850.39343126118,50,2021
63144,42,13,6891.7570900172,50,2022
63144,43,15,7850.39343126118,50,2023
63144,28,14,7013.16763646901,50,2024
63145,43,14,6446.89344316721,50,2010
63145,1,16,7850.3934815526,50,2011
63145,1,16,7850.3934815526,50,2012
63145,176,16,7850.3934815526,50,2013
63145,43,16,7850.3934815526,50,2014
63145,27,10,5583.54585617781,50,2015
63145,53,12,4752.07074433565,50,2016
63145,1,16,7850.3934815526,50,2017
63145,43,16,7850.3934815526,50,2018
63145,1,16,7850.3934815526,50,2019
63145,43,16,7850.3934815526,50,2020
63145,1,16,7850.3934815526,50,2021
63145,42,16,7850.3934815526,50,2022
63145,43,16,7850.3934815526,50,2023
63145,1,16,7850.3934815526,50,2024
63148,43,16,7850.39347547572,50,2010
63148,1,16,7850.39347547572,50,2011
63148,42,16,7850.39347547572,50,2012
63148,1,16,7850.39347547572,50,2013
63148,43,16,7850.39347547572,50,2014
63148,42,16,7850.39347547572,50,2015
63148,1,16,7850.39347547572,50,2016
63148,1,16,7850.39347547572,50,2017
63148,43,16,7850.39347547572,50,2018
63148,46,16,7850.39347547572,50,2019
63148,12,16,7850.39347547572,50,2020
63148,46,16,7850.39347547572,50,2021
63148,1,16,7850.39347547572,50,2022
63148,1,16,7850.39347547572,50,2023
63148,46,16,7850.39347547572,50,2024
63149,1,19,7850.39346562698,50,2010
63149,43,19,7850.39346562698,50,2011
63149,36,19,7850.39346562698,50,2012
63149,36,19,7850.39346562698,50,2013
63149,36,19,7850.39346562698,50,2014
63149,36,19,7850.39346562698,50,2015
63149,36,12,5394.27855857648,50,2016
