"field_fvid","year","potato_intensity_classic","potato_intensity_weighted"
63016,2017,0.0293870770663056,0.037292467094366
63016,2018,0.030208087896902,0.0307237892241822
63016,2019,0.029112601400593,0.0305053129152804
63016,2020,0.0433206934092204,0.0522515769908785
63016,2021,0.0520591089495458,0.052799978924126
63016,2022,0.0417226365670864,0.0454676717986544
63016,2023,0.0454684563119261,0.0410301736696098
63016,2024,0.0594550164624761,0.0590358414732833
63017,2014,0.0679788205892244,0.0723044463642136
63017,2015,0.090752687714512,0.094966036125209
63017,2016,0.0711125905376466,0.0679846154222769
63017,2017,0.069739537679939,0.0754379326781781
63017,2018,0.0893067114285102,0.0854115279079541
63017,2019,0.0806515025607834,0.0770935013155752
63017,2020,0.057970231015099,0.0577287445099103
63017,2021,0.0921270682529249,0.0986028714364923
63017,2022,0.0858524837797529,0.0885937219986808
63017,2023,0.0795708017710842,0.0827268651807376
63017,2024,0.0870094094862562,0.0900518213327873
63105,2014,0.0607174133682343,0.0672600122383007
63105,2015,0.0905389940963402,0.106399659735031
63105,2016,0.0969431260947897,0.112347578132076
63105,2017,0.080623309782746,0.0800756634840559
63105,2018,0.133112651437285,0.140810845131434
63105,2019,0.125086895726827,0.121759673523214
63105,2020,0.107270496855751,0.109748828781953
63105,2021,0.14456765718815,0.172281513479861
63105,2022,0.18438346885072,0.190494441238336
63105,2023,0.140887307037631,0.144149300174574
63105,2024,0.148429871928984,0.135077518185161
63110,2014,0.143613744546404,0.161636263606729
63110,2015,0.16598851576066,0.170439006319779
63110,2016,0.1652961990379,0.167111524088092
63110,2017,0.163952941189902,0.170588485123208
63110,2018,0.182378679664291,0.17661956628302
63110,2019,0.175015213845815,0.179584926616702
63110,2020,0.145586878761451,0.128873287756009
63110,2021,0.154893203536582,0.147856892482609
63110,2022,0.149550425150501,0.145896888041362
63110,2023,0.158088956399981,0.170959693296775
63110,2024,0.166414784886015,0.195898008861951
63111,2014,0.139012604061846,0.158501352064573
63111,2015,0.148851447440126,0.147221278859379
63111,2016,0.146444803177877,0.152157191140585
63111,2017,0.156784157267431,0.162461887920503
63111,2018,0.165171828634966,0.156006850255054
63111,2019,0.159461391908335,0.172182058384382
63111,2020,0.140616282675875,0.12267720717626
63111,2021,0.140183364347773,0.129636643832046
63111,2022,0.135716651556916,0.13458396557057
63111,2023,0.156481023014492,0.169758715571252
63111,2024,0.155291035705814,0.186847546726275
63112,2014,0.0599224457439163,0.0755813336125297
63112,2015,0.058215197148653,0.0562440957848599
63112,2016,0.0434133912341592,0.0372211765208237
63112,2017,0.0629354715273791,0.0583476236855796
63112,2018,0.0582845896005876,0.0558583863482585
63112,2019,0.0336685509587086,0.0374385534588123
63112,2020,0.0337449802491449,0.0269799960436056
63112,2021,0.0725984080284348,0.0808695287115551
63112,2022,0.0568281269402639,0.0659838351312677
63112,2023,0.0459383864783441,0.0473808118864521
63112,2024,0.0619900757965285,0.059829195568061
63135,2014,0.00106936624526487,0.00171433992838327
63135,2015,0.00435857692003786,0.00692482373840602
63135,2016,0.0176697117207619,0.0276571894329335
63135,2017,0.017933494682353,0.0222069237953314
63135,2018,0.0244989400288116,0.0271715011453113
63135,2019,0.0410525066484688,0.0482918211434215
63135,2020,0.0431987942550911,0.0437517374967469
63135,2021,0.0574949639124347,0.0753643135084959
63135,2022,0.0943048623773619,0.117988794581881
63135,2023,0.114438715824769,0.131052671779204
63135,2024,0.137891583659432,0.161281179569767
63136,2014,0.107846163488336,0.106654329639894
63136,2015,0.100967124506566,0.0840151678012409
63136,2016,0.0500510421329348,0.0503594596323853
63136,2017,0.0629981689605225,0.0563070122697215
63136,2018,0.0681299929149267,0.0535227570957575
63136,2019,0.0601873978736388,0.076969162094863
63136,2020,0.0908342086409406,0.121294273406612
63136,2021,0.100147207695345,0.106537868950306
63136,2022,0.1223926465969,0.132862431236097
63136,2023,0.167465899295156,0.185402104680434
63136,2024,0.166306474075676,0.17380416552033
63144,2014,0.107357654261911,0.117596563459294
63144,2015,0.102508083719257,0.109940870580481
63144,2016,0.0964205221434123,0.100644211340234
63144,2017,0.10232266749322,0.0948421516437808
63144,2018,0.128727672358016,0.128497676274085
63144,2019,0.120767074123981,0.139762820340656
63144,2020,0.139005449389969,0.158034612951134
63144,2021,0.167580959832068,0.184198015890814
63144,2022,0.16561132006891,0.151393077359545
63144,2023,0.180530882255045,0.188818321441512
63144,2024,0.169177658380821,0.163893689085367
63148,2014,0.106854030204238,0.109728962143054
63148,2015,0.0885906817899242,0.10268037777034
63148,2016,0.082894863248035,0.0818659852571228
63148,2017,0.0879778663188166,0.070936027607309
63148,2018,0.116089081540592,0.12314759939098
63148,2019,0.0885061043247701,0.0964369616504687
63148,2020,0.0890724103324618,0.0964481959170635
63148,2021,0.106969892994417,0.105302364992925
63148,2022,0.101834332077452,0.0777881292327106
63148,2023,0.0629592356250375,0.0605890516761451
63148,2024,0.0789739059609973,0.0782794798007516
63153,2014,0.118238434689285,0.120859244589198
63153,2015,0.0929773720567936,0.110022495504538
63153,2016,0.090937672938085,0.0910862405752528
63153,2017,0.100849730791384,0.0856160798651692
63153,2018,0.131131502816113,0.137770151086918
63153,2019,0.102440495460031,0.113548499258696
63153,2020,0.103097305576503,0.109072413444574
63153,2021,0.122696683493757,0.119428477204142
63153,2022,0.111527057385305,0.0847559361280825
63153,2023,0.0765757480681811,0.075098716289984
63153,2024,0.0876789914912846,0.0875677217495778
63181,2014,0.220224613410114,0.216024831039773
63181,2015,0.210368772582148,0.194916527180024
63181,2016,0.204923558325128,0.225537064769394
63181,2017,0.229104341879292,0.233149838635562
63181,2018,0.226384176731027,0.231728766615946
63181,2019,0.237241150771332,0.247758261349423
63181,2020,0.247235602351704,0.237635197669887
63181,2021,0.259857383662205,0.277003094186908
63181,2022,0.23666381498524,0.227648645145775
63181,2023,0.261324432352606,0.264808777703121
63181,2024,0.239978781728755,0.233615436189654
63189,2014,0.194103450432842,0.194514884137118
63189,2015,0.203211060892227,0.202802066939069
63189,2016,0.188660729194915,0.201983461118651
63189,2017,0.212327147640335,0.225791463741618
63189,2018,0.227430045871964,0.225896983971277
63189,2019,0.222735110362055,0.223829256729783
63189,2020,0.23448916897203,0.242162650571954
63189,2021,0.254347170749607,0.26401467835423
63189,2022,0.254437176326574,0.266077209753911
63189,2023,0.269098731268482,0.276581978658004
63189,2024,0.265037465128817,0.253855912718228
63190,2014,0.287476972645629,0.306345599768659
63190,2015,0.256069772218862,0.260631419726138
63190,2016,0.28905574875408,0.287900752304886
63190,2017,0.258048204165683,0.26910947115617
63190,2018,0.27381690767222,0.232033129833955
63190,2019,0.251858712084296,0.271287584756994
63190,2020,0.260544843114877,0.251923043285887
63190,2021,0.249644678343125,0.259533744279708
63190,2022,0.279600287554006,0.303805501952781
63190,2023,0.299299298864924,0.292376818352654
63190,2024,0.269495988533522,0.273464958992454
63231,2014,0.062499779319451,0.0864054318551232
63231,2015,0.0608102413594825,0.066463847137067
63231,2016,0.0622266792299225,0.0488308531608155
63231,2017,0.0905433590899377,0.0752830931842
63231,2018,0.0568917879953813,0.0621610000177411
63231,2019,0.0411449510271684,0.0439897345690123
63231,2020,0.0688417753154798,0.077327799762236
63231,2021,0.0695900572017351,0.0582647642777441
63231,2022,0.0414941896561186,0.0354360990678303
63231,2023,0.0404960721218085,0.0370001998221275
63231,2024,0.0505931923023719,0.0411227066321953
63233,2014,0.0752649396855215,0.0734436690414245
63233,2015,0.0421431434378142,0.0486101201143846
63233,2016,0.0549553716195134,0.0648727464423758
63233,2017,0.0647559578660123,0.0630804943152494
63233,2018,0.0788867341915684,0.0759512513670929
63233,2019,0.0617286828779768,0.0709894249045758
63233,2020,0.08511662246192,0.0896478608866229
63233,2021,0.0832743475945202,0.0885155360942458
63233,2022,0.0786881051796219,0.0696398879506199
63233,2023,0.0645830358523237,0.0543581470190967
63233,2024,0.0571699434024993,0.0418090659199538
63244,2014,0.0289667010750757,0.0284741567589354
63244,2015,0.0142668008813038,0.0189035111677275
63244,2016,0.0147763294842075,0.0149971252121324
63244,2017,0.0148272823444978,0.0103264463521818
63244,2018,0.0146744237636267,0.00546894033783311
63244,2019,0.00372038553132873,0.00550428679491282
63244,2020,0.0280758527501259,0.0449415250829491
63244,2021,0.03426929146141,0.0467545196898868
63244,2022,0.040639225727838,0.0462027439482487
63244,2023,0.0503457456131536,0.0489187899483126
63244,2024,0.0607138259521123,0.054343829687148
63247,2014,0.144125283734851,0.145593451740853
63247,2015,0.138060284621021,0.10324947239261
63247,2016,0.0564958302849068,0.0572293775189367
63247,2017,0.0769021829370376,0.0725354039949085
63247,2018,0.0918871650730362,0.0736515946676728
63247,2019,0.0588525225441893,0.0745240737642179
63247,2020,0.0948471845318418,0.12059545145895
63247,2021,0.124654515215674,0.138658607754722
63247,2022,0.140184974897321,0.157129172056517
63247,2023,0.166618048527159,0.181206221458917
63247,2024,0.190390148546745,0.196788572770064
63250,2014,0.0828187873439627,0.0941922935861374
63250,2015,0.081049209582481,0.0691990887838963
63250,2016,0.0713187317908634,0.0641700051123157
63250,2017,0.0908082008514063,0.100436548222568
63250,2018,0.0895093257506412,0.0952196756418651
63250,2019,0.0800823309028978,0.0891614266511822
63250,2020,0.0790668316685517,0.0633878752720524
63250,2021,0.116569217085615,0.121523559933554
63250,2022,0.0975923971770061,0.11107857476454
63250,2023,0.0827848249653553,0.07892101638922
63250,2024,0.080675809359852,0.0715892416511268
63265,2014,0.00830531622772121,0.012534403632021
63265,2015,0.00889127412108805,0.0107850220953026
63265,2016,0.00894222698138082,0.0079061854887612
63265,2017,0.00914603842255189,0.00526512889691938
63265,2018,0.00540100319103343,0.00234383157346734
63265,2019,0.000968104345562595,0.000585957893366834
63265,2020,0.00402527596312869,0.00637759967997815
63265,2021,0.00481854469851978,0.00644287701840836
63265,2022,0.0047930682683734,0.00513392047060958
63265,2023,0.00492045041910531,0.00387591678310357
63265,2024,0.00489497398895893,0.0022357666434018
63274,2014,0.0333612656126634,0.0392605265268843
63274,2015,0.0477166899044678,0.0649960069338722
63274,2016,0.0489238148071272,0.0513146220546987
63274,2017,0.057778907420916,0.0501593944406622
63274,2018,0.0423487620683374,0.0337446266666599
63274,2019,0.0762807870425318,0.0896853583266001
63274,2020,0.0621193062867828,0.0775118636640501
63274,2021,0.0776337770911509,0.0848870579980518
63274,2022,0.0977799909513972,0.107738866056418
63274,2023,0.133387109679317,0.137335601652122
63274,2024,0.114775490259654,0.131910851742297
63369,2014,0.0377820292836637,0.031850989627615
63369,2015,0.0495761969234436,0.0630054440447247
63369,2016,0.0526423477637939,0.0524245454374993
63369,2017,0.0471907040865028,0.0533899687552125
63369,2018,0.0470161317114928,0.0388973659100845
63369,2019,0.0422956802167455,0.0242746533992252
63369,2020,0.0239000067600054,0.0232651017440741
63369,2021,0.0381867478930855,0.0450541684131284
63369,2022,0.0350713114974973,0.0456457310284306
63369,2023,0.0464415591296561,0.0541433384332358
63369,2024,0.0496843776759712,0.045116847693514
63379,2014,0.12071065297984,0.119494153365687
63379,2015,0.114246617173758,0.0798941797927631
63379,2016,0.0420412619395054,0.0418119740681771
63379,2017,0.059670951601638,0.0573084183426342
63379,2018,0.0747784746791591,0.0641258920801454
63379,2019,0.0415949340324128,0.0516697239617413
63379,2020,0.0725342712128928,0.0900072186720933
63379,2021,0.102062083978567,0.11504214954392
63379,2022,0.11324562232718,0.129170883719711
63379,2023,0.11972178778065,0.128923742971157
63379,2024,0.154912814213074,0.160138181206297
63389,2014,0.0569298003278373,0.0470282726643868
63389,2015,0.0286045611649716,0.0281790547058357
63389,2016,0.0523262771073125,0.0581803942214135
63389,2017,0.0618008112513461,0.0676159356559121
63389,2018,0.0523317469958443,0.0589895874072265
63389,2019,0.0655596440869443,0.07229661386019
63389,2020,0.0833676687587153,0.0802508224348882
63389,2021,0.084875630180516,0.0945110617888861
63389,2022,0.0764438104481984,0.0790437859784542
63389,2023,0.0890291669401224,0.0865120321506911
63389,2024,0.0759031755696048,0.0657099330046992
63396,2014,0.0281892231870711,0.028331997628496
63396,2015,0.057491053143945,0.0747726719915646
63396,2016,0.0563120037711528,0.061978095146762
63396,2017,0.0573418052448685,0.0623532824269557
63396,2018,0.0560371329494617,0.0464506949779558
63396,2019,0.0557812862156176,0.0361770685556923
63396,2020,0.030446931323283,0.0311964637553543
63396,2021,0.0458606457208967,0.0531061181801287
63396,2022,0.0467264928097447,0.0584081699584877
63396,2023,0.0575424994046479,0.0640706976460343
63396,2024,0.0563716660503132,0.0513438934814843
63402,2014,0.112276483665047,0.0992795213777816
63402,2015,0.131055938361066,0.151581715939408
63402,2016,0.145980388495002,0.15366392281534
63402,2017,0.133845483656758,0.134208010784137
63402,2018,0.141123232175658,0.145709369542502
63402,2019,0.163035497414417,0.149578174950632
63402,2020,0.125436904949674,0.122296377487898
63402,2021,0.131879999451517,0.136990086337365
63402,2022,0.154232953589168,0.159489227550076
63402,2023,0.13539687544725,0.132801299427775
63402,2024,0.136123867246013,0.139790543409979
63405,2014,0.0813817192067231,0.079360658957002
63405,2015,0.0893029820341234,0.0945121965781122
63405,2016,0.085928222042837,0.0829689099919139
63405,2017,0.0835287804970725,0.0927442042188977
63405,2018,0.105684586662395,0.110517498488656
63405,2019,0.108682088660402,0.111888709909955
63405,2020,0.111524977179813,0.122678271912191
63405,2021,0.108037768351295,0.097915638896565
63405,2022,0.1288543681342,0.135015417325572
63405,2023,0.127310412928524,0.135106923706828
63405,2024,0.128008126362536,0.130432382096103
63409,2014,0.0497506213468299,0.0530103429034297
63409,2015,0.0475239658856893,0.050486864089388
63409,2016,0.0530784217794756,0.0597195664319384
63409,2017,0.0618780284722121,0.066446993329032
63409,2018,0.0738151537511629,0.0772101336133114
63409,2019,0.0730088269001474,0.079342990658552
63409,2020,0.0844665008525042,0.0881628999139992
63409,2021,0.0906841235696072,0.095444128462783
63409,2022,0.0978420476231423,0.101566194852391
63409,2023,0.0829208446419459,0.0754726571177
63409,2024,0.0669035760947147,0.0478748362872942
63413,2014,0.0662638161113981,0.069125366683291
63413,2015,0.0695398815642033,0.0712352525239946
63413,2016,0.0702688304214016,0.0798082539609661
63413,2017,0.0924768378220628,0.105445400575164
63413,2018,0.109612397597546,0.119092196183248
63413,2019,0.10639217901609,0.110391743871238
63413,2020,0.118592619909254,0.119459576898983
63413,2021,0.124303932834503,0.121200520429685
63413,2022,0.128708858235163,0.136167508573951
63413,2023,0.116624090516377,0.117595684513025
63413,2024,0.0999473588142183,0.0787634483911393
63414,2014,0.0887527863020001,0.0819416535209072
63414,2015,0.0916772116881675,0.0874671493347124
63414,2016,0.0809610049813341,0.0930947610098236
63414,2017,0.104136020239379,0.118608514165213
63414,2018,0.115970813376013,0.122684046122651
63414,2019,0.118629508458298,0.119158222089105
63414,2020,0.136061407773251,0.143777976042401
63414,2021,0.143044851092264,0.146249927887505
63414,2022,0.154546453828737,0.170238403566706
63414,2023,0.149769818891652,0.14954939943255
63414,2024,0.128691150636577,0.0996261264686662
63423,2014,0.0187891492044,0.0193539707301641
63423,2015,0.0186489348261774,0.0211370701620274
63423,2016,0.0194132277305191,0.0204831124682324
63423,2017,0.026531409517184,0.026045515736799
63423,2018,0.0282162792292983,0.0334915763239568
63423,2019,0.0328729445354258,0.0369425447866809
63423,2020,0.0469439113124764,0.0574826570699533
63423,2021,0.0503116304682255,0.0530099058069738
63423,2022,0.0511658099980258,0.049696474045972
63423,2023,0.0468948006535541,0.0418127188987297
63423,2024,0.03918096373006,0.0261811186808783
63435,2014,0.0335779349315479,0.0333911077771488
63435,2015,0.0288647953546614,0.0221984627999661
63435,2016,0.022011635645567,0.0211963898809164
63435,2017,0.0289921775053881,0.0289327325017156
63435,2018,0.0301114234257126,0.035570726949482
63435,2019,0.0425208575286301,0.05640654803724
63435,2020,0.0488654123452931,0.0528071868888016
63435,2021,0.0482700936433878,0.0441460438030324
63435,2022,0.0546391627734756,0.0537446823080378
63435,2023,0.0521696276492033,0.0477177897926545
63435,2024,0.0341553789143127,0.0311771282477645
63443,2014,0.228249309516194,0.247444232487592
63443,2015,0.256607104621523,0.263187859372278
63443,2016,0.228099798630453,0.20982403899416
63443,2017,0.241537361690673,0.236206920830006
63443,2018,0.236573533317592,0.234930290983047
63443,2019,0.204740253297778,0.191655618725078
63443,2020,0.204762188418803,0.21527215621761
63443,2021,0.24650470451948,0.248760834741526
63443,2022,0.22944822852045,0.240581287949314
63443,2023,0.222342199959325,0.231490988223887
63443,2024,0.247738805372618,0.235287769440829
63444,2014,0.228607446371328,0.242281546866987
63444,2015,0.235540148994361,0.237901161226402
63444,2016,0.225876249342523,0.213287340041709
63444,2017,0.225997816328881,0.212412025640637
63444,2018,0.205601134669645,0.197222403241389
63444,2019,0.181928870752297,0.171622066218568
63444,2020,0.192155439941633,0.199845487766555
63444,2021,0.20047343616597,0.203556563306666
63444,2022,0.205497255080559,0.219521884822093
63444,2023,0.212179579357618,0.222302989967384
63444,2024,0.215065767652457,0.199320151873304
63452,2014,0.232022931840735,0.246281862365644
63452,2015,0.25605476178937,0.259564629617037
63452,2016,0.218859212303689,0.201598142417449
63452,2017,0.243896298442282,0.261913768547677
63452,2018,0.258856006917901,0.254166703948585
63452,2019,0.21310021928111,0.198219157402835
63452,2020,0.225579471604629,0.238608249379968
63452,2021,0.279544848522308,0.280742487104759
63452,2022,0.23817153585658,0.251874046719233
63452,2023,0.244226298591965,0.256126507541018
63452,2024,0.275144772351485,0.256586320036446
63472,2014,0.0491796531972738,0.0466065337523939
63472,2015,0.0274992111418996,0.0304680803214426
63472,2016,0.0312516496713793,0.0275557408232755
63472,2017,0.0288093425842189,0.0286255398656423
63472,2018,0.0288093425842188,0.0191498078216393
63472,2019,0.0163814627365698,0.0187259052536801
63472,2020,0.0162540805858332,0.0133078783917357
63472,2021,0.0431841724819518,0.0590274022391218
63472,2022,0.041416880482772,0.0531742070126648
63472,2023,0.0416716447842453,0.0399205695049329
63472,2024,0.0455846302842195,0.0417308753702553
63473,2014,0.0396923499308407,0.0372210883645051
63473,2015,0.0181646946941547,0.0242450693556856
63473,2016,0.019051040174551,0.0196674135916279
63473,2017,0.019051040174551,0.0133170668667776
63473,2018,0.0190000873142588,0.00700918085883739
63473,2019,0.00233865194979938,0.00279910418471869
63473,2020,0.00223674622921507,0.00210447496860582
63473,2021,0.0225977434906491,0.0367711307952513
63473,2022,0.0239643276839914,0.0315161899539388
63473,2023,0.0239388512538453,0.0235280807259417
63473,2024,0.0226648797954648,0.0155484636413266
63486,2014,0.108209618523298,0.0968869395197723
63486,2015,0.0747730419926056,0.0699717006257125
63486,2016,0.094148208209722,0.0820099758500701
63486,2017,0.0740740317062836,0.0668047399838242
63486,2018,0.0799789031194015,0.0964569672072263
63486,2019,0.0742944799564146,0.0769831382633598
63486,2020,0.0806751005445022,0.0720073132050738
63486,2021,0.0822878341022995,0.0847661248417946
63486,2022,0.0850831753760339,0.078173249134247
63486,2023,0.069030161169824,0.0774007381240493
63486,2024,0.0827548027641227,0.0844508924872062
63506,2014,0.0512121047132305,0.0456190757877979
63506,2015,0.0340395173306021,0.0285908349336316
63506,2016,0.040791848930013,0.0554428310950528
63506,2017,0.0673050665641001,0.0860342441751937
63506,2018,0.088221215714219,0.10164402433898
63506,2019,0.0864402135455933,0.0958295139463985
63506,2020,0.113752697923491,0.112579377444607
63506,2021,0.115516144764084,0.115799391476055
63506,2022,0.115498414482158,0.12145315547496
63506,2023,0.116258206949589,0.12226480711178
63506,2024,0.117497034732723,0.109169345945966
63516,2014,0.0595491400944635,0.052361346143105
63516,2015,0.0647008309625016,0.0595635918708901
63516,2016,0.0535412026266592,0.0652612256531289
63516,2017,0.0722132736360745,0.0833183083387939
63516,2018,0.0796361206275272,0.0850315638545415
63516,2019,0.0768353330887921,0.0705400453086833
63516,2020,0.0880937243252476,0.0907442120991179
63516,2021,0.0870000253326036,0.0868213831060346
63516,2022,0.102045860081609,0.11880191613806
63516,2023,0.104688993878118,0.114976199166146
63516,2024,0.0974821573102731,0.0801223285903482
63518,2014,0.0739425184350265,0.0657236012923509
63518,2015,0.0789784870784394,0.0722541716998615
63518,2016,0.0626787676454392,0.0743107056097967
63518,2017,0.0861316815681751,0.10062537822074
63518,2018,0.0960929657544363,0.102061926701619
63518,2019,0.0970057618535566,0.094791730887773
63518,2020,0.106267028334714,0.109069997624369
63518,2021,0.112617758923849,0.112614902097438
63518,2022,0.123986836928727,0.141231707623708
63518,2023,0.124292554090454,0.130559399587281
63518,2024,0.109461554858018,0.089171008940703
63523,2014,0.072420808391451,0.0662721757411504
63523,2015,0.0781010447742132,0.0739805153651248
63523,2016,0.0654171448359652,0.0756713886346629
63523,2017,0.089040519211801,0.10447872987713
63523,2018,0.0981841427194146,0.103582898012615
63523,2019,0.0972502976818484,0.0939681185666161
63523,2020,0.106275620999147,0.108442167289289
63523,2021,0.111336156989489,0.109175741801086
63523,2022,0.11878246592609,0.13508726055338
63523,2023,0.119931320196782,0.126192203568588
63523,2024,0.106088835750643,0.086257557553235
63530,2014,0.0163752657821356,0.012585677361895
63530,2015,0.014037129326574,0.0090705218959025
63530,2016,0.00867016650363618,0.00991995561954997
63530,2017,0.0101855659459547,0.0119743586069976
63530,2018,0.0104693112638715,0.0109657678654445
63530,2019,0.0119186052716628,0.0125375398739423
63530,2020,0.0130082824979471,0.0123240666219146
63530,2021,0.0115746687069341,0.0111270929700827
63530,2022,0.018236208287118,0.0233158945234042
63530,2023,0.0212132808208906,0.0245855438910843
63530,2024,0.0184836705509303,0.0180266422639753
63536,2014,0.0232501136276129,0.020281169186079
63536,2015,0.0193777463760756,0.0158430672292168
63536,2016,0.0125099225219415,0.0133767846936775
63536,2017,0.0142423197718845,0.0139624108136584
63536,2018,0.0197707051136146,0.021655960944435
63536,2019,0.0193630822312751,0.022836037101161
63536,2020,0.0236772280661196,0.0268838553344856
63536,2021,0.0261521506228512,0.0271092831634844
63536,2022,0.0332696578325143,0.0350100119326005
63536,2023,0.0308456494244307,0.0323211020296946
63536,2024,0.0263617977186957,0.0223364439065903
63554,2014,0.0836863978398396,0.0753550895880188
63554,2015,0.0738323619614132,0.0580467290201602
63554,2016,0.0774514393655942,0.0735973265358802
63554,2017,0.0671872045035839,0.0810245713446948
63554,2018,0.0708853678801515,0.0742699826027598
63554,2019,0.0838513344905912,0.0907597232221434
63554,2020,0.098872513787266,0.0984316825984921
63554,2021,0.0901413703406125,0.0910836570945054
63554,2022,0.0899613132058782,0.0939808296870902
63554,2023,0.0978919078070899,0.0928525290464099
63554,2024,0.0811064115706182,0.0723642626293611
63557,2014,0.24697643473999,0.264471876068626
63557,2015,0.214920732990324,0.222173276098982
63557,2016,0.240930112477214,0.237873372224715
63557,2017,0.228172866092337,0.223032685130823
63557,2018,0.209941035228012,0.173117083364083
63557,2019,0.194150834767086,0.207742873504477
63557,2020,0.206184280819796,0.203108550280319
63557,2021,0.208065082594048,0.224855466753313
63557,2022,0.225145865250953,0.249437760715318
63557,2023,0.245276852399996,0.234082804477444
63557,2024,0.22768131820839,0.2276040985745
63558,2014,0.300843250065802,0.314339966389929
63558,2015,0.262992978363438,0.263592392601907
63558,2016,0.31155237369894,0.302238246559283
63558,2017,0.247354955290544,0.247437844538861
63558,2018,0.256664146158875,0.217133843192038
63558,2019,0.260465419554142,0.288646431120966
63558,2020,0.24806671290954,0.230693623095827
63558,2021,0.241564369659974,0.263477660121893
63558,2022,0.287346107529178,0.308309489229799
63558,2023,0.285486244217194,0.261575331616791
63558,2024,0.230655047554997,0.232095225755951
63562,2014,0.272350256002311,0.280994106609199
63562,2015,0.254769589228343,0.243422542449137
63562,2016,0.276035489097945,0.260444477985454
63562,2017,0.220334146568801,0.221911457195213
63562,2018,0.234084265843283,0.213812021509147
63562,2019,0.253405434650286,0.284145248779448
63562,2020,0.234414397628903,0.22123689670109
63562,2021,0.253203070959022,0.276358351654084
63562,2022,0.291444795816433,0.309172345005837
63562,2023,0.283294988486807,0.263786347354517
63562,2024,0.218130743828526,0.209108925979841
63563,2014,0.275816269463248,0.280299342461967
63563,2015,0.224135089402586,0.216551588613397
63563,2016,0.250947993287403,0.240108364628197
63563,2017,0.224699803711956,0.237146793476837
63563,2018,0.221498377772417,0.186967754766447
63563,2019,0.210483738263677,0.232073061688891
63563,2020,0.214901014331557,0.197464945019979
63563,2021,0.211856826152107,0.219026099092707
63563,2022,0.233682729091645,0.265471421885674
63563,2023,0.257210910262607,0.251511710000325
63563,2024,0.214721544425267,0.213897229697139
63564,2014,0.264324619854778,0.263850955433748
63564,2015,0.225720152947863,0.211102936656873
63564,2016,0.246843009495826,0.232638584906268
63564,2017,0.20991480047081,0.220485075977388
63564,2018,0.209871702340291,0.18702633629995
63564,2019,0.222742606406551,0.249530537741476
63564,2020,0.217244930208467,0.201480396450538
63564,2021,0.230689871326518,0.248249354143149
63564,2022,0.253072746027621,0.278785015772544
63564,2023,0.266376968071817,0.253113997649829
63564,2024,0.206683936792134,0.197294725048042
63568,2014,0.222954669764336,0.221792125372554
63568,2015,0.206816674746452,0.202579391084334
63568,2016,0.220334351100718,0.205327245748629
63568,2017,0.189469205234386,0.173858122375644
63568,2018,0.157839207410359,0.144664425601749
63568,2019,0.164365334733448,0.163262980509551
63568,2020,0.168438242918775,0.170368204873838
63568,2021,0.153329288446566,0.160727279360343
63568,2022,0.181261679473254,0.198147161916555
63568,2023,0.1993884285574,0.201900555536616
63568,2024,0.186964715786676,0.185943182110864
63569,2014,0.153211128894313,0.149228428946004
63569,2015,0.145361344383138,0.141971480240687
