grower,farm,field,field_fvid,lat,lng,year,tmin,tmax,gdd,cpba_count,cpba_value,cpbl_count,cpbl_value,cum_gdd
Signature Farms,Signature Farms,Johnson South,63136,43.79265114,-89.7035249,2014,51.29026778595038,86.43348086411754,17.37296388067244,2.1153846153846154,2.1153846153846154,2.1818181818181817,2.1818181818181817,1688.1205547374009
Signature Farms,Signature Farms,Meyer N,63144,44.01283113,-89.64073137,2014,50.63000000000004,87.65506857074797,16.945874420628773,2.769230769230769,2.769230769230769,5.0,5.0,1821.2687188850236
Signature Farms,Signature Farms,3 Showers,63148,43.94848164,-89.65500305,2014,50.789984781410666,87.17469972798942,16.83548323884128,2.4166666666666665,2.4166666666666665,5.2272727272727275,5.2272727272727275,1814.4038997462096
Signature Farms,Signature Farms,2 Wilcox,63153,43.94803387,-89.64723898,2014,50.78617504487849,87.11330345389231,16.815947318198713,2.176923076923077,2.176923076923077,5.2272727272727275,5.2272727272727275,1813.538819352316
Coloma Farms,Coloma Farms,1 Home W 1/2,63181,44.01819895,-89.59508729,2014,44.16039193646494,87.65469630581336,15.819783171955269,1.1785714285714286,1.2307692307692308,2.5454545454545454,2.5454545454545454,1822.5756079823232
Coloma Farms,Coloma Farms,2 Powell W 1/2,63189,44.0266876,-89.59511707,2014,44.14914615617485,87.70271293344977,15.839770280265705,1.1614285714285715,1.2315384615384617,2.2175,2.2175,1825.2268413522256
Coloma Farms,Coloma Farms,16 Spry East W 1/2,63190,44.03616814,-89.59138009,2014,44.14002047871262,87.66175707318413,15.843755113051685,0.7916666666666666,0.7916666666666666,1.4423076923076923,1.5416666666666667,1825.3475759655155
Signature Farms,Signature Farms,Diprizio,63231,43.96375925,-89.6638015,2014,50.765263811355936,87.36615922973681,16.903641726705224,3.1153846153846154,3.1153846153846154,5.75,5.75,1817.7430253530135
Signature Farms,Signature Farms,Frozene,63233,43.95697603,-89.63358724,2014,50.76594403885657,87.14067778177863,16.821738521409873,1.7083333333333333,1.7083333333333333,3.8636363636363638,3.8636363636363638,1813.8989886960744
Signature Farms,Signature Farms,Schmidt,63244,43.98602917,-89.73000031,2014,50.81856266962603,87.76345156711258,17.302108602971543,1.0076923076923077,1.0076923076923077,1.9,1.9,1701.6821312330703
Signature Farms,Signature Farms,Johnson North,63247,43.79965368,-89.70335299,2014,51.23050859670187,86.46298913414154,17.17735147628841,2.8333333333333335,2.8333333333333335,2.6666666666666665,2.6666666666666665,1686.5826389037004
Signature Farms,Signature Farms,Kral,63250,43.96312188,-89.71708142,2014,50.81000000000009,87.5177540577794,17.00104058479501,4.889285714285714,5.261538461538462,5.183333333333334,5.183333333333334,1820.9083972333765
Signature Farms,Signature Farms,Franks,63265,44.04454289,-90.08988746,2014,45.217958156618266,83.24164687713889,14.316618190886246,1.7,1.7,2.677777777777778,2.677777777777778,1603.3404314555553
Signature Farms,Signature Farms,King,63274,43.94292033,-89.62236404,2014,50.88546375323575,87.27202864403569,17.19729360710298,3.5384615384615383,3.5384615384615383,4.136363636363637,4.136363636363637,1816.604399486221
Gary Bula,Gary Bula Farms,Hackett East,63369,43.86347735,-89.68347757,2014,50.99054809408001,86.67561344634265,17.433937700474402,0.5,0.5,1.6666666666666667,1.6666666666666667,1074.939298109991
Gary Bula,Gary Bula Farms,P2 East 1/2,63379,43.80730501,-89.70555916,2014,51.1548705938411,86.9060174937243,17.492760336796568,0.5583333333333333,0.5181818181818182,1.1111111111111112,1.1111111111111112,1684.4582688181413
Gary Bula,Gary Bula Farms,Podolls on 10th Ave,63389,43.81615886,-89.77374458,2014,51.20240023485351,86.83800927580894,17.149204609010262,0.5142857142857143,0.5750000000000001,1.2777777777777777,1.2777777777777777,1826.9765011795453
Gary Bula,Gary Bula Farms,McChesney,63396,43.86753046,-89.68172747,2014,51.000808828400864,86.70792816319947,17.450367012669176,0.575,0.575,3.3333333333333335,3.3333333333333335,1075.578482071689
Gene Bula,Gene Bula,Woyak,63402,44.19258608,-89.62532588,2014,45.66541220197645,81.76050973701051,12.962474671547547,4.35,4.0,4.4,4.4,1449.1639443307588
Gene Bula,Gene Bula,1-15,63405,44.21015505,-89.65405651,2014,45.72598060488085,81.63401939511922,12.97202267902084,4.777777777777778,4.777777777777778,5.125,5.125,1336.2680067137032
Gumz Muck Farms,CX,M1,63409,43.74050697,-89.52415078,2014,45.73901106551979,81.94011784937132,15.93187434221182,0.75,0.75,4.111111111111111,4.111111111111111,1793.7010031654197
Gumz Muck Farms,CX,3S,63413,43.73414661,-89.51265319,2014,45.76682600064107,81.96064782562351,14.830681801845339,2.55,2.55,4.45,4.45,1527.7361759499213
Gumz Muck Farms,CX,4N,63414,43.74164161,-89.50654096,2014,49.49478827609602,82.30357182980073,16.637242727055842,0.62,0.62,0.4555555555555555,0.4555555555555555,1926.8724253834216
Gumz Muck Farms,Good Earth,54S,63423,43.68465738,-89.5239529,2014,45.80028086702201,81.77000000000007,14.934293693314933,0.36666666666666664,0.36666666666666664,0.7788888888888889,0.7788888888888889,1796.3732572529211
Gumz Muck Farms,Lewiston,L3,63435,43.60888987,-89.62683864,2014,49.498108474104775,87.53000000000006,16.65737099325644,0.9455555555555555,0.9455555555555555,2.39,2.39,1234.008297598417
Heartland Farms,Monday,B-32,63443,44.26253412,-89.5081852,2014,35.69000000000002,80.96675377565504,12.457983582925404,1.0333333333333334,1.0333333333333334,3.0,3.0,1729.7244428484196
Heartland Farms,Monday,B-33,63444,44.26645729,-89.51375651,2014,43.4643326460513,80.94124235314703,13.532989523719388,1.2916666666666667,1.2916666666666667,3.090909090909091,3.090909090909091,1616.0925577609166
Heartland Farms,Monday,B-45,63452,44.26224124,-89.49810766,2014,43.460571658709966,80.95569466954926,13.660790071500045,2.4583333333333335,2.4583333333333335,3.25,3.25,1503.4225901555872
Gary Bula,Gary Bula Farms,Collins East,63472,43.79252006,-89.78243618,2014,51.30295975415099,87.01864483948603,17.62752798909787,0.45,0.45,0.5509999999999999,0.5509999999999999,1703.4015622041925
Gary Bula,Gary Bula Farms,Collins West,63473,43.79433892,-89.79221054,2014,51.31767388338587,87.04121643000506,17.3651973153333,0.4636363636363636,0.4636363636363636,1.7399999999999998,1.7399999999999998,1557.8604824872612
Gary Bula,Gary Bula Farms,Prairie 40,63486,43.85262454,-89.70037263,2014,51.068102858646654,86.74247301462444,16.84510830638942,2.207692307692308,1.7,3.5454545454545454,3.5454545454545454,1798.4543434949062
Tamra Bula,Tamra Bula,Helms 40,63506,43.71752901,-89.70697279,2014,51.860461043817814,86.29953895618226,17.390567050588434,0.6884615384615385,0.6884615384615385,1.535,1.535,1851.4130343813304
Gumz Muck Farms,CX,W. Island,63516,43.7460379,-89.49830393,2014,49.48886087252069,81.94374338228454,15.770135872560502,1.55,1.55,2.8,3.0,1654.0994721965997
Gumz Muck Farms,CX,SW.Island,63518,43.74231948,-89.49954196,2014,32.32802102457368,52.87992780347467,0.0776094881288213,1.0,1.0,5.0,5.0,116.89229027947864
Gumz Muck Farms,CX,5S,63523,43.73773337,-89.50000115,2014,45.75859481771147,82.29659937317977,16.622649891068814,0.45999999999999996,0.45999999999999996,1.3888888888888888,1.3888888888888888,1928.7932893087711
Gumz Muck Farms,Buller,N. of Buildings,63530,43.66267537,-89.49637713,2014,52.157646442813046,87.41425908280084,19.13601504068713,0.01375,0.01375,0.42857142857142855,0.42857142857142855,1939.9070514255488
Gumz Muck Farms,Buller,P2,63536,43.65941129,-89.51577126,2014,52.07386402679238,87.48635251539211,18.102307736740578,0.6875,0.6875,1.3,1.3,1376.1085133332012
Heartland Farms,Monday,B-50,63554,44.26224991,-89.42256611,2014,45.28508555650567,83.64789517038434,13.390481166186722,1.3041666666666667,1.4090909090909092,4.818181818181818,4.818181818181818,1468.488345662075
Heartland Farms,Wednesday,C-11,63557,44.04381385,-89.60310852,2014,47.570000000000064,87.86647998462576,16.959517368084946,2.3333333333333335,2.3333333333333335,4.3076923076923075,4.3076923076923075,1827.558634472929
Heartland Farms,Monday,C-12,63558,44.04197251,-89.58660336,2014,47.54642826712727,87.85663552161503,17.381942410737004,1.7857142857142858,1.7857142857142858,1.4285714285714286,1.4285714285714286,1694.80564927791
Heartland Farms,Monday,C-16,63562,44.04556553,-89.58036299,2014,47.52813261841102,87.88767915943558,17.21164782086292,1.6666666666666667,1.6666666666666667,3.1166666666666667,3.1166666666666667,1693.7358935962832
Heartland Farms,Monday,C-17,63563,44.04770947,-89.59314953,2014,47.55387278624086,87.9062027682296,16.93783610504657,1.2142857142857142,1.2142857142857142,3.3181818181818183,3.3181818181818183,1826.6817953991565
Heartland Farms,Monday,C-18,63564,44.04889448,-89.58484648,2014,47.53246217074264,87.9164412364969,16.93425138334636,1.0642857142857143,1.0642857142857143,2.5416666666666665,2.5416666666666665,1694.8133494981312
Heartland Farms,Monday,C-22,63568,44.05811384,-89.63111665,2014,47.570000000000064,87.88926582407868,17.19317923395908,2.25,2.3461538461538463,3.423076923076923,3.423076923076923,1827.8000892309344
Heartland Farms,Monday,C-23,63569,44.06542478,-89.63542715,2014,47.570000000000064,87.91077950210489,17.090420369869985,1.0533333333333335,1.0533333333333335,2.892857142857143,2.892857142857143,1828.3824038653872
Heartland Farms,Monday,C-25,63571,44.06706036,-89.6632273,2014,47.570000000000064,87.89081889477775,17.375431364049646,1.25,1.3181818181818181,3.2,3.2,1699.6069862108034
Heartland Farms,Monday,C-4,63577,44.05079804,-89.62335971,2014,47.570000000000064,87.87040700461034,17.36431087034403,1.4692307692307693,1.4666666666666668,2.966666666666667,2.966666666666667,1697.6522319884525
Heartland Farms,Monday,C-6,63579,44.04567373,-89.63125847,2014,47.570000000000064,87.82161421664422,16.64771828532106,1.4692307692307693,1.4692307692307693,2.8181818181818183,2.8181818181818183,1551.6285200022328
Heartland Farms,Thursday,H-1,63585,44.11565,-89.60302715,2014,44.80323289548761,88.17600831383237,16.22744363194607,0.8846153846153846,0.8846153846153846,2.75,2.75,1631.833428819864
Heartland Farms,Monday,H-13,63589,44.13016642,-89.6332644,2014,45.37815220474958,87.99296270947323,15.988118609619685,2.59375,2.59375,4.076923076923077,4.076923076923077,1757.8446590116837
Heartland Farms,Monday,H-14,63590,44.13010002,-89.62332333,2014,45.228459947671915,88.01381904623418,16.60673951527411,1.5178571428571428,1.5178571428571428,2.230769230769231,2.230769230769231,1756.972406801423
Heartland Farms,Monday,H-19,63595,44.14478407,-89.65321341,2014,45.67347767440601,87.86265262401582,16.219265071434606,1.1153846153846154,1.1153846153846154,2.0,2.0,1628.2422815498644
Heartland Farms,Monday,H-20,63597,44.14561131,-89.66257466,2014,45.76120243394422,87.81863846242861,16.72094169127026,2.2083333333333335,2.2083333333333335,2.727272727272727,2.727272727272727,1628.7300535950978
Heartland Farms,Tuesday,H-42,63603,44.15205661,-89.53757755,2014,44.1455766038401,91.47223953886264,15.027402026146715,2.15,2.15,1.6538461538461537,1.6538461538461537,1694.5236021560686
Heartland Farms,Monday,H-43,63604,44.13018817,-89.53803895,2014,44.06440873708122,91.66118252583765,15.154757409525986,1.103846153846154,1.175,2.4583333333333335,2.4583333333333335,1557.157498908166
Heartland Farms,Monday,H-48,63608,44.09750717,-89.5379213,2014,43.9929125297267,91.89677293288082,14.813086538970518,1.9357142857142857,1.9357142857142857,3.076923076923077,3.076923076923077,1704.7364954286686
Heartland Farms,Monday,H-5,63610,44.12107449,-89.61301521,2014,45.00779746973969,85.37119099692364,15.357803941318776,1.4545454545454546,1.4545454545454546,2.1666666666666665,2.1666666666666665,1493.0027085114357
Heartland Farms,Monday,J-32,63613,44.19785608,-89.41115019,2014,45.32840621527972,78.93493903415364,13.047188433178158,1.7090909090909092,1.6300000000000001,1.1363636363636365,1.1363636363636365,1524.2973996935375
Heartland Farms,Monday,K-01,63620,44.07244199,-89.46858773,2014,44.487804965006625,92.18780496500663,15.43080743432448,0.7692307692307693,0.7692307692307693,2.341666666666667,2.341666666666667,1573.8738045707155
Heartland Farms,Monday,K-14,63624,44.21783921,-89.40044106,2014,43.43000000000004,81.28722560274119,12.739041685455232,2.664285714285714,2.664285714285714,4.346153846153846,4.346153846153846,1750.8029771262263
Heartland Farms,Wednesday,H-64,63630,44.08855717,-89.57783452,2014,44.05424853453018,91.85118832987544,14.749504221130497,1.9642857142857142,1.9642857142857142,3.2214285714285715,3.2214285714285715,1709.7049469731578
Heartland Farms,Thursday,H-65,63631,44.08491105,-89.58543698,2014,44.08709107330353,91.83409700160608,14.754705566102372,1.2864285714285713,1.2864285714285713,2.7857142857142856,2.7857142857142856,1710.4839012368625
Heartland Farms,Monday,H-66,63632,44.07939266,-89.55769417,2014,43.9719153815097,91.97502747748912,14.740277854274776,1.0673333333333332,1.0673333333333332,1.5666666666666667,1.5666666666666667,1823.1479299922908
Heartland Farms,Monday,H-68,63634,44.0864689,-89.54840678,2014,43.99250149054929,91.9444581748285,14.733581699506756,1.3578571428571427,1.3578571428571427,2.4,2.4,1705.3946048705632
Heartland Farms,Monday,J-15,63643,44.23228006,-89.38009687,2014,43.42873531228235,81.23455507921034,12.68583181923834,1.3727272727272728,1.3727272727272728,3.272727272727273,3.272727272727273,1734.371783370044
Heartland Farms,Monday,J-17,63645,44.23045463,-89.40047921,2014,43.43000000000004,81.2096285571489,12.74645139437854,3.4333333333333336,3.6545454545454548,4.75,4.75,1739.936124950715
Heartland Farms,Monday,J-4,63656,44.2453362,-89.37717143,2014,45.37618794945483,78.5206459123581,12.51606208636354,1.0,1.0,4.62,4.62,1608.5731571745548
Heartland Farms,Monday,B-35,63665,44.27625108,-89.52005167,2014,43.450026685394235,80.86460060922677,13.469577721044997,0.9615384615384616,0.9615384615384616,2.3846153846153846,2.3846153846153846,1609.32375218791
Heartland Farms,Monday,H-26,63693,44.16061677,-89.51980298,2014,44.10759294015502,91.39827988744796,15.11033180503935,1.2846153846153845,1.2846153846153845,2.475,2.475,1545.5673732099838
Heartland Farms,Thursday,H-52,63702,44.08668359,-89.56786338,2014,44.011173325707745,91.90235738996336,14.741039781889626,1.4649999999999999,1.4649999999999999,2.142857142857143,2.142857142857143,1708.176114220343
Heartland Farms,Thursday,H-54,63704,44.07243896,-89.57449974,2014,44.03984232371806,91.93522508456928,15.073217878654614,0.8571428571428571,0.8571428571428571,1.7142857142857142,1.7142857142857142,1707.625510766876
Heartland Farms,Monday,J-1,63706,44.231894,-89.44089647,2014,45.37958168117749,78.72244571091329,12.718354772278516,2.248181818181818,2.248181818181818,2.3636363636363638,2.3636363636363638,1632.096373908228
Heartland Farms,Monday,J-23,63707,44.21774145,-89.39042082,2014,43.427987952933265,81.29736176317738,12.526267439121371,1.8,1.8,3.9545454545454546,3.9545454545454546,1503.7347378409995
Heartland Farms,Monday,J-24,63708,44.2103966,-89.39053767,2014,43.42731810124507,81.32909145898287,12.49189473294671,1.6833333333333333,1.6833333333333333,4.2272727272727275,4.2272727272727275,1508.6605982613785
Heartland Farms,Monday,J-31,63716,44.1979202,-89.40305883,2014,45.29884434174947,78.90482316480458,13.019096067991166,0.7583333333333333,0.7363636363636363,1.9545454545454546,1.9545454545454546,1521.4329561057243
Heartland Farms,Monday,K-2,63719,44.06521387,-89.42309275,2014,44.7467935956372,92.48474796584716,15.614866706944097,0.5,0.5,1.5416666666666667,1.5416666666666667,1582.8584475987302
Heartland Farms,Monday,K-20,63720,44.23472141,-89.51736412,2014,43.6041088943153,81.21801693177753,14.051448713066506,2.3076923076923075,2.3076923076923075,2.076923076923077,2.076923076923077,1761.342401960162
Heartland Farms,Monday,K-3,63722,44.06526717,-89.41573064,2014,44.77813731402172,92.54812616939276,15.648014149973436,0.823076923076923,0.823076923076923,1.4083333333333332,1.4083333333333332,1584.4097156751634
Heartland Farms,Monday,K-4,63723,44.15969537,-89.38748934,2014,45.115368369681065,81.89007995557006,13.327408115594967,0.7307692307692307,0.7307692307692307,1.8416666666666668,1.8416666666666668,1535.6080706118232
Heartland Farms,Monday,H-55,63724,44.07200153,-89.56650049,2014,44.00528565675992,91.97167144578071,15.061621586469292,1.4321428571428572,1.5384615384615385,1.6428571428571428,1.6428571428571428,1705.9807958179367
Heartland Farms,Thursday,H-56,63725,44.07219879,-89.55783057,2014,43.97188045468519,92.0061049408498,15.018671259973981,0.8461538461538461,0.8461538461538461,1.25,1.25,1561.389673528274
Heartland Farms,Monday,H-6,63729,44.12286399,-89.62333437,2014,45.18361326678445,88.05880880513628,16.62381794720946,1.6071428571428572,1.6071428571428572,2.6153846153846154,2.6153846153846154,1758.9755407580965
Heartland Farms,Monday,H-60,63730,44.13755433,-89.58569737,2014,44.880676938922285,87.99753901615261,16.55333098790011,2.7142857142857144,2.7142857142857144,4.3076923076923075,4.3076923076923075,1752.0871109251016
Heartland Farms,Tuesday,H-61,63731,44.13731628,-89.59276484,2014,44.909151578760834,87.99959576451005,16.556390387653288,2.3000000000000003,2.3000000000000003,3.6923076923076925,3.6923076923076925,1752.5286796638666
Heartland Farms,Monday,J-8,63734,44.24757078,-89.41193398,2014,43.3684992857976,83.7754145830319,12.852894204689193,1.0208333333333333,1.0208333333333333,3.2,3.2,1481.164950310274
Heartland Farms,Monday,K-8,63739,44.2328818,-89.3620734,2014,45.40665557849038,81.23195556701415,12.958306242367811,2.459090909090909,2.459090909090909,6.0,6.0,1618.5164736359725
Heartland Farms,Monday,K-9,63740,44.23780775,-89.36769274,2014,45.40179369149983,81.17493838440336,13.078067031764602,0.6785714285714286,0.6538461538461539,2.2818181818181817,2.2818181818181817,1726.3543179345738
Heartland Farms,Monday,J-13,63759,44.23932676,-89.4852865,2014,43.46805073669053,80.99822677824736,13.890936427824522,3.25,3.25,3.1538461538461537,3.1538461538461537,1746.5635353970674
Helbach Farms,Helbach Farms,P-63,63851,44.36103715,-89.17203416,2014,45.03832543551365,85.66101195343656,16.156405098370847,0.65,0.65,0.3227272727272727,0.35,1729.161530004897
Sterling Farms,Joe Seis,Tureck,63978,43.86619413,-89.94086807,2014,51.223128821878575,85.07791300812906,17.394606226686545,0.7571428571428571,0.7571428571428571,1.2,1.2,1375.6814605644856
Sterling Farms,Joe Seis,Kane East,63979,43.92084303,-89.913146,2014,50.94358460928965,88.20649283916434,17.183492124324655,0.6166666666666667,0.6875,2.0142857142857142,2.0142857142857142,1265.546026606584
Sterling Farms,Joe Seis,Kane West,63980,43.91955887,-89.92049782,2014,50.93153638506142,88.2095617076996,17.47961022356202,1.3958333333333333,1.5,2.888888888888889,2.888888888888889,1759.8021214400626
Miller Farms,Miller Farms,Hutch S,63986,44.1088641,-89.56018234,2014,43.980178620744006,87.52771108217122,16.44359249632709,1.5384615384615385,1.6363636363636365,4.572727272727272,4.572727272727272,1710.557295937703
Harmony Ag,Harmony Ag,Gordy's,64408,43.91956616,-89.6350825,2014,50.949003371463775,87.32155914226067,17.01684189779746,0.4272727272727273,0.4272727272727273,1.145,1.145,1541.349977500999
Harmony Ag,Harmony Ag,Hodge Circle 402-036,64454,43.92127044,-89.65444039,2014,53.06188574188302,86.98524138178963,16.976699749967327,0.5,0.5,0.0,0.0,528.163675849461
Harmony Ag,Harmony Ag,Hodge Wiper 402-035,64455,43.91689609,-89.65606924,2014,53.042988583350606,86.97044057347176,16.969546754384684,1.3333333333333333,0.75,0.0,0.0,528.133683806936
Heartland Farms,Monday,C-31,112735,44.01638875,-89.66088792,2014,50.64716303268436,87.67279611334548,17.183014480699125,0.8583333333333334,0.890909090909091,2.0272727272727273,2.0272727272727273,1549.9697304666363
Heartland Farms,Monday,C-32,112736,44.01812131,-89.64867609,2014,47.599719240710215,87.68528073969355,16.68153465943064,1.0461538461538462,1.1818181818181819,2.75,2.9583333333333335,1694.6997038288812
Heartland Farms,Monday,C-41,112737,44.03603729,-89.60404675,2014,47.570000000000064,87.80072394037063,17.123121764492144,1.157142857142857,1.169230769230769,2.123076923076923,2.123076923076923,1697.0148113823946
Heartland Farms,Monday,C-43,112738,44.03631377,-89.57718274,2014,50.50549380376061,87.80774409460358,17.37436178826611,1.1666666666666667,1.1666666666666667,2.8,2.8,1822.6887205030623
Heartland Farms,Monday,H-70,112739,44.13761295,-89.7079769,2014,47.62167415319605,87.6053800145261,16.831703156116795,2.142857142857143,2.142857142857143,3.4583333333333335,3.4583333333333335,1823.061153446716
Heartland Farms,Monday,H-74,112740,44.13705346,-89.7426773,2014,47.570000000000064,87.58593326264429,16.787090448200612,1.8642857142857143,1.8642857142857143,3.75,3.75,1820.704262370712
Heartland Farms,Wednesday,H-75,112741,44.09408421,-89.7529064,2014,47.570000000000064,87.77156009389228,17.079257818295535,1.7294117647058822,1.7294117647058822,2.6875,2.6875,1828.7607020577457
Heartland Farms,Monday,J-40 E,112742,44.17764777,-89.41073576,2014,45.279538081074016,81.995333823844,13.363039954484604,0.6666666666666666,0.6666666666666666,1.75,1.75,1668.9791752362828
Heartland Farms,Monday,W-7,112743,44.24691317,-89.19660764,2014,45.53264715289867,85.13264715289867,14.820638873053595,1.2272727272727273,1.2272727272727273,2.25,2.25,1717.9314979552328
Heartland Farms,Monday,W-8,112744,44.20289808,-89.17217125,2014,45.94923744144545,85.03252601023023,14.909743682709568,2.590909090909091,2.590909090909091,2.1666666666666665,2.1666666666666665,1725.9904798113018
Heartland Farms,Monday,W-19,112745,44.2588273,-89.1500546,2014,45.50204640660474,85.07839569833996,14.84016643885991,1.9166666666666667,1.9166666666666667,1.5833333333333333,1.5833333333333333,1720.5053003318596
Heartland Farms,Monday,W-20,112746,44.24693038,-89.19657344,2014,45.532794896500896,85.13279489650091,14.893133402464533,2.076923076923077,2.076923076923077,1.6153846153846154,1.6153846153846154,1717.9484048478248
Heartland Farms,Monday,W-22,112747,44.22538489,-89.1576619,2014,45.671869365395025,84.97618748007466,14.823355420125237,1.5833333333333333,1.5833333333333333,2.6666666666666665,2.6666666666666665,1717.4110720017677
Heartland Farms,Monday,W-31,112748,44.24550789,-89.20555507,2014,45.49399435936907,86.5774109548147,15.478253957656325,1.0923076923076922,1.0923076923076922,2.4615384615384617,2.4615384615384617,1713.719307382808
Heartland Farms,Monday,W-32,112749,44.24331915,-89.20192332,2014,45.50968347712701,86.58686629486894,15.46743457063257,0.8416666666666667,0.8416666666666667,1.3333333333333333,1.3333333333333333,1715.23896983415
Wisconsin Central Farms,WCF,28 N Larsen,167003,44.19525916,-89.94591552,2014,45.59000000000002,82.24013091070549,13.730304363297074,2.909090909090909,3.1,3.38,3.38,1626.5836936044302
Wisconsin Central Farms,WCF,4 10th St,167008,44.12958561,-90.06660077,2014,45.230716515869545,82.4506755854832,14.103102208320575,1.9363636363636365,1.9363636363636365,3.15,3.15,1660.0954438500903
Signature Farms,Signature Farms,E-7,167011,43.78576141,-89.75245358,2014,51.28765495403872,86.61508861172487,17.029088907055556,1.0227272727272727,0.95,1.45,1.45,1547.088326583841
Signature Farms,Signature Farms,E-14,167012,43.74912474,-89.72245275,2014,51.68951685791177,86.33404787219456,16.806225063318124,0.5107142857142858,0.5307692307692308,0.9653846153846154,0.9653846153846154,1839.2975157115432
Signature Farms,Signature Farms,N-6 Kendall Wiper,167016,43.72444813,-89.70107903,2014,51.86796339122024,86.29203660877985,17.593814427981002,3.5416666666666665,3.5416666666666665,2.4166666666666665,2.4166666666666665,1716.1425200804476
Signature Farms,Signature Farms,N-11,167017,43.75622591,-89.71294615,2014,51.62192455220391,86.34028617776266,17.198529689209842,0.6730769230769231,0.7272727272727273,1.1272727272727272,1.215,1834.9474555868364
Signature Farms,Signature Farms,Big Meyer,167018,44.00739634,-89.64828507,2014,50.64208116696028,87.63394897094523,16.948130057258375,1.8461538461538463,1.8461538461538463,3.2916666666666665,3.2916666666666665,1821.0138536838724
Signature Farms,Signature Farms,Klein,167019,43.87402542,-89.94216528,2014,51.152486812364,87.58299728771038,17.911764362689244,1.3499999999999999,1.3499999999999999,2.13,2.13,1751.858701606207
Signature Farms,Signature Farms,N-8 Kendall,167020,43.77113517,-89.75199309,2014,51.40009242755602,86.5499140553844,17.377303816816465,0.7692307692307693,0.7692307692307693,1.2909090909090908,1.2909090909090908,1698.7187242187358
Specialty Potatoes,Nekoosa,Baumgart N,167022,44.27258858,-89.9578743,2014,45.759577418794635,79.33012270285258,12.483966694143627,2.0555555555555554,2.0555555555555554,4.285714285714286,4.285714285714286,1467.2004483206526
Specialty Potatoes,Nekoosa,Home N,167023,44.31373489,-89.95246248,2014,45.60267083681038,78.99318014396096,12.417427934599443,6.4,6.4,18.428571428571427,18.428571428571427,1233.582816363804
Specialty Potatoes,Specialty,Drive In,167025,44.6293896,-89.29683504,2014,43.814569443565965,83.43966595067539,13.873533742338815,0.7333333333333333,0.7333333333333333,1.5,1.5,1247.6589727492103
Specialty Potatoes,Specialty,Faldet,167028,44.5470283,-89.19996927,2014,44.18005685265083,83.83721585192369,14.453421574121885,0.55,0.55,0.5,0.5,1286.3736768863675
Gary Bula,Gary Bula Farms,Phillips,167029,43.88892005,-89.69006174,2014,50.997730318897375,86.93106374766012,16.690038837484867,0.875,0.6818181818181818,1.48,1.48,1797.2447171624474
Gary Bula,Gary Bula Farms,Big Morgan,167030,43.85040768,-89.72220103,2014,51.128268957529,87.26942850024643,17.07537505417204,1.323076923076923,1.3916666666666666,2.5625,2.5625,1803.4221665062005
Heartland Farms,Tuesday,H-25,167274,44.1656182,-89.52722706,2014,44.09963457192077,91.35506760877854,14.996275437780346,0.6928571428571428,0.6928571428571428,1.4,1.4,1687.243937783025
