"field_fvid","year","potato_prop_classic","potato_prop_weighted"
63129,2023,0.2,0.2
63129,2024,0.4,0.466666666666667
63130,2014,0.4,0.333333333333333
63130,2015,0.2,0.2
63130,2016,0.2,0.133333333333333
63130,2017,0.4,0.4
63130,2018,0.2,0.266666666666667
63130,2019,0.2,0.2
63130,2020,0.2,0.133333333333333
63130,2021,0.4,0.4
63130,2022,0.2,0.266666666666667
63130,2023,0.2,0.2
63130,2024,0.4,0.466666666666667
63131,2014,0.2,0.133333333333333
63131,2015,0.2,0.0666666666666667
63131,2016,0.2,0.333333333333333
63131,2017,0.2,0.266666666666667
63131,2018,0.2,0.2
63131,2019,0.4,0.466666666666667
63131,2020,0.4,0.333333333333333
63131,2021,0.2,0.2
63131,2022,0.4,0.466666666666667
63131,2023,0.4,0.333333333333333
63131,2024,0.2,0.2
63133,2014,0,0
63133,2015,0.2,0.333333333333333
63133,2016,0.2,0.266666666666667
63133,2017,0.2,0.2
63133,2018,0.2,0.133333333333333
63133,2019,0.4,0.4
63133,2020,0.2,0.266666666666667
63133,2021,0.2,0.2
63133,2022,0.4,0.466666666666667
63133,2023,0.4,0.333333333333333
63133,2024,0.2,0.2
63134,2014,0.2,0.266666666666667
63134,2015,0.2,0.2
63134,2016,0.4,0.466666666666667
63134,2017,0.4,0.333333333333333
63134,2018,0.2,0.2
63134,2019,0.4,0.466666666666667
63134,2020,0.4,0.333333333333333
63134,2021,0.2,0.2
63134,2022,0.2,0.133333333333333
63134,2023,0.4,0.4
63134,2024,0.4,0.6
63135,2014,0,0
63135,2015,0,0
63135,2016,0,0
63135,2017,0,0
63135,2018,0,0
63135,2019,0,0
63135,2020,0,0
63135,2021,0,0
63135,2022,0.2,0.333333333333333
63135,2023,0.2,0.266666666666667
63135,2024,0.4,0.533333333333333
63136,2014,0.4,0.466666666666667
63136,2015,0.4,0.333333333333333
63136,2016,0.2,0.2
63136,2017,0.2,0.133333333333333
63136,2018,0.2,0.0666666666666667
63136,2019,0,0
63136,2020,0.2,0.333333333333333
63136,2021,0.2,0.266666666666667
63136,2022,0.2,0.2
63136,2023,0.4,0.466666666666667
63136,2024,0.4,0.333333333333333
63137,2014,0.2,0.2
63137,2015,0.4,0.466666666666667
63137,2016,0.4,0.333333333333333
63137,2017,0.4,0.533333333333333
63137,2018,0.4,0.4
63137,2019,0.4,0.266666666666667
63137,2020,0.4,0.466666666666667
63137,2021,0.4,0.333333333333333
63137,2022,0.4,0.533333333333333
63137,2023,0.4,0.4
63137,2024,0.6,0.6
63141,2014,0,0
63141,2015,0,0
63141,2016,0,0
63141,2017,0.2,0.333333333333333
63141,2018,0.2,0.266666666666667
63141,2019,0.2,0.2
63141,2020,0.2,0.133333333333333
63141,2021,0.4,0.4
63141,2022,0.2,0.266666666666667
63141,2023,0.4,0.533333333333333
63141,2024,0.4,0.4
63142,2014,0.2,0.266666666666667
63142,2015,0.2,0.2
63142,2016,0.2,0.133333333333333
63142,2017,0.4,0.4
63142,2018,0.2,0.266666666666667
63142,2019,0.2,0.2
63142,2020,0.2,0.133333333333333
63142,2021,0.4,0.4
63142,2022,0.2,0.266666666666667
63142,2023,0.2,0.2
63142,2024,0.2,0.133333333333333
63144,2014,0.4,0.4
63144,2015,0.2,0.266666666666667
63144,2016,0.2,0.2
63144,2017,0.2,0.133333333333333
63144,2018,0.4,0.4
63144,2019,0.2,0.266666666666667
63144,2020,0.4,0.533333333333333
63144,2021,0.4,0.4
63144,2022,0.4,0.266666666666667
63144,2023,0.4,0.466666666666667
63144,2024,0.4,0.333333333333333
63145,2014,0.4,0.4
63145,2015,0.2,0.266666666666667
63145,2016,0.2,0.2
63145,2017,0.2,0.133333333333333
63145,2018,0.4,0.4
63145,2019,0.2,0.266666666666667
63145,2020,0.4,0.533333333333333
63145,2021,0.4,0.4
63145,2022,0.4,0.266666666666667
63145,2023,0.4,0.466666666666667
63145,2024,0.4,0.333333333333333
63148,2014,0.4,0.4
63148,2015,0.2,0.266666666666667
63148,2016,0.2,0.2
63148,2017,0.2,0.133333333333333
63148,2018,0.4,0.4
63148,2019,0.2,0.266666666666667
63148,2020,0.2,0.2
63148,2021,0.2,0.133333333333333
63148,2022,0.2,0.0666666666666667
63148,2023,0,0
63148,2024,0,0
63149,2014,0.2,0.133333333333333
63149,2015,0.2,0.0666666666666667
63149,2016,0,0
63149,2017,0,0
63149,2018,0,0
63149,2019,0,0
63149,2020,0,0
63149,2021,0,0
63149,2022,0.2,0.333333333333333
63149,2023,0.2,0.266666666666667
63149,2024,0.4,0.533333333333333
63152,2014,0,0
63152,2015,0,0
63152,2016,0,0
63152,2017,0,0
63152,2018,0,0
63152,2019,0,0
63152,2020,0,0
63152,2021,0,0
63152,2022,0,0
63152,2023,0,0
63152,2024,0,0
63153,2014,0.4,0.4
63153,2015,0.2,0.266666666666667
63153,2016,0.2,0.2
63153,2017,0.2,0.133333333333333
63153,2018,0.4,0.4
63153,2019,0.2,0.266666666666667
63153,2020,0.2,0.2
63153,2021,0.2,0.133333333333333
63153,2022,0.2,0.0666666666666667
63153,2023,0,0
63153,2024,0,0
63156,2014,0.2,0.2
63156,2015,0.2,0.133333333333333
63156,2016,0.4,0.4
63156,2017,0.2,0.266666666666667
63156,2018,0.2,0.2
63156,2019,0.4,0.466666666666667
63156,2020,0.4,0.333333333333333
63156,2021,0.2,0.2
63156,2022,0.2,0.133333333333333
63156,2023,0.4,0.4
63156,2024,0.2,0.266666666666667
63159,2014,0.2,0.2
63159,2015,0.2,0.133333333333333
63159,2016,0.2,0.0666666666666667
63159,2017,0.2,0.333333333333333
63159,2018,0.2,0.266666666666667
63159,2019,0.2,0.2
63159,2020,0.2,0.133333333333333
63159,2021,0.4,0.4
63159,2022,0.2,0.266666666666667
63159,2023,0.2,0.2
63159,2024,0.2,0.133333333333333
63163,2014,0.2,0.2
63163,2015,0.4,0.466666666666667
63163,2016,0.4,0.333333333333333
63163,2017,0.2,0.2
63163,2018,0.2,0.133333333333333
63163,2019,0.2,0.0666666666666667
63163,2020,0,0
63163,2021,0,0
63163,2022,0,0
63163,2023,0,0
63163,2024,0,0
63166,2014,0.2,0.266666666666667
63166,2015,0.2,0.2
63166,2016,0.4,0.466666666666667
63166,2017,0.4,0.333333333333333
63166,2018,0.2,0.2
63166,2019,0.2,0.133333333333333
63166,2020,0.2,0.0666666666666667
63166,2021,0,0
63166,2022,0.2,0.333333333333333
63166,2023,0.2,0.266666666666667
63166,2024,0.2,0.2
63177,2014,0.4,0.333333333333333
63177,2015,0.4,0.533333333333333
63177,2016,0.4,0.4
63177,2017,0.6,0.6
63177,2018,0.4,0.4
63177,2019,0.4,0.266666666666667
63177,2020,0.4,0.466666666666667
63177,2021,0.4,0.333333333333333
63177,2022,0.2,0.2
63177,2023,0.4,0.466666666666667
63177,2024,0.4,0.333333333333333
63180,2014,0.4,0.333333333333333
63180,2015,0.2,0.2
63180,2016,0.4,0.466666666666667
63180,2017,0.4,0.333333333333333
63180,2018,0.2,0.2
63180,2019,0.4,0.466666666666667
63180,2020,0.4,0.333333333333333
63180,2021,0.2,0.2
63180,2022,0.4,0.466666666666667
63180,2023,0.4,0.333333333333333
63180,2024,0.2,0.2
63181,2014,0.2,0.133333333333333
63181,2015,0.2,0.0666666666666667
63181,2016,0,0
63181,2017,0.2,0.333333333333333
63181,2018,0.2,0.266666666666667
63181,2019,0.2,0.2
63181,2020,0.4,0.466666666666667
63181,2021,0.4,0.333333333333333
63181,2022,0.2,0.2
63181,2023,0.4,0.466666666666667
63181,2024,0.4,0.333333333333333
63183,2014,0.4,0.333333333333333
63183,2015,0.2,0.2
63183,2016,0.4,0.466666666666667
63183,2017,0.4,0.333333333333333
63183,2018,0.2,0.2
63183,2019,0.4,0.466666666666667
63183,2020,0.4,0.333333333333333
63183,2021,0.2,0.2
63183,2022,0.2,0.133333333333333
63183,2023,0.4,0.4
63183,2024,0.2,0.266666666666667
63187,2014,0.4,0.333333333333333
63187,2015,0.2,0.2
63187,2016,0.4,0.466666666666667
63187,2017,0.4,0.333333333333333
63187,2018,0.2,0.2
63187,2019,0.2,0.133333333333333
63187,2020,0.2,0.0666666666666667
63187,2021,0,0
63187,2022,0,0
63187,2023,0,0
63187,2024,0.2,0.333333333333333
63188,2014,0.4,0.466666666666667
63188,2015,0.4,0.333333333333333
63188,2016,0.2,0.2
63188,2017,0.4,0.466666666666667
63188,2018,0.4,0.333333333333333
63188,2019,0.4,0.533333333333333
63188,2020,0.4,0.4
63188,2021,0.4,0.266666666666667
63188,2022,0.2,0.133333333333333
63188,2023,0.4,0.4
63188,2024,0.2,0.266666666666667
63189,2014,0.4,0.466666666666667
63189,2015,0.4,0.333333333333333
63189,2016,0.2,0.2
63189,2017,0.4,0.466666666666667
63189,2018,0.4,0.333333333333333
63189,2019,0.2,0.2
63189,2020,0.4,0.466666666666667
63189,2021,0.4,0.333333333333333
63189,2022,0.2,0.2
63189,2023,0.4,0.466666666666667
63189,2024,0.4,0.333333333333333
63190,2014,0.4,0.466666666666667
63190,2015,0.4,0.333333333333333
63190,2016,0.2,0.2
63190,2017,0.4,0.466666666666667
63190,2018,0.4,0.333333333333333
63190,2019,0.4,0.533333333333333
63190,2020,0.4,0.4
63190,2021,0.4,0.266666666666667
63190,2022,0.4,0.466666666666667
63190,2023,0.4,0.333333333333333
63190,2024,0.2,0.2
63226,2014,0.2,0.266666666666667
63226,2015,0.2,0.2
63226,2016,0.2,0.133333333333333
63226,2017,0.4,0.4
63226,2018,0.2,0.266666666666667
63226,2019,0.2,0.2
63226,2020,0.4,0.466666666666667
63226,2021,0.4,0.333333333333333
63226,2022,0.2,0.2
63226,2023,0.4,0.466666666666667
63226,2024,0.4,0.333333333333333
63227,2014,0,0
63227,2015,0,0
63227,2016,0,0
63227,2017,0.2,0.333333333333333
63227,2018,0.2,0.266666666666667
63227,2019,0.2,0.2
63227,2020,0.4,0.466666666666667
63227,2021,0.4,0.333333333333333
63227,2022,0.2,0.2
63227,2023,0.2,0.133333333333333
63227,2024,0.2,0.0666666666666667
63229,2014,0.2,0.266666666666667
63229,2015,0.2,0.2
63229,2016,0.2,0.133333333333333
63229,2017,0.4,0.4
63229,2018,0.2,0.266666666666667
63229,2019,0.2,0.2
63229,2020,0.4,0.466666666666667
63229,2021,0.4,0.333333333333333
63229,2022,0.2,0.2
63229,2023,0.4,0.466666666666667
63229,2024,0.4,0.333333333333333
63231,2014,0.2,0.333333333333333
63231,2015,0.2,0.266666666666667
63231,2016,0.2,0.2
63231,2017,0.2,0.133333333333333
63231,2018,0.2,0.0666666666666667
63231,2019,0,0
63231,2020,0,0
63231,2021,0,0
63231,2022,0,0
63231,2023,0,0
63231,2024,0.2,0.333333333333333
63232,2014,0,0
63232,2015,0,0
63232,2016,0,0
63232,2017,0,0
63232,2018,0,0
63232,2019,0,0
63232,2020,0,0
63232,2021,0.2,0.333333333333333
63232,2022,0.2,0.266666666666667
63232,2023,0.2,0.2
63232,2024,0.2,0.133333333333333
63233,2014,0.2,0.333333333333333
63233,2015,0.2,0.266666666666667
63233,2016,0.2,0.2
63233,2017,0.2,0.133333333333333
63233,2018,0.2,0.0666666666666667
63233,2019,0.2,0.333333333333333
63233,2020,0.2,0.266666666666667
63233,2021,0.2,0.2
63233,2022,0.2,0.133333333333333
63233,2023,0.2,0.0666666666666667
63233,2024,0,0
63242,2014,0,0
63242,2015,0.2,0.333333333333333
63242,2016,0.2,0.266666666666667
63242,2017,0.2,0.2
63242,2018,0.2,0.133333333333333
63242,2019,0.2,0.0666666666666667
63242,2020,0,0
63242,2021,0.2,0.333333333333333
63242,2022,0.2,0.266666666666667
63242,2023,0.2,0.2
63242,2024,0.2,0.133333333333333
63244,2014,0.4,0.4
63244,2015,0.2,0.266666666666667
63244,2016,0.2,0.2
63244,2017,0.2,0.133333333333333
63244,2018,0.2,0.0666666666666667
63244,2019,0,0
63244,2020,0.2,0.333333333333333
63244,2021,0.2,0.266666666666667
63244,2022,0.2,0.2
63244,2023,0.2,0.133333333333333
63244,2024,0.2,0.0666666666666667
63247,2014,0.4,0.466666666666667
63247,2015,0.4,0.333333333333333
63247,2016,0.2,0.2
63247,2017,0.2,0.133333333333333
63247,2018,0.2,0.0666666666666667
63247,2019,0,0
63247,2020,0.2,0.333333333333333
63247,2021,0.2,0.266666666666667
63247,2022,0.2,0.2
63247,2023,0.4,0.466666666666667
63247,2024,0.4,0.333333333333333
63250,2014,0.2,0.333333333333333
63250,2015,0.2,0.266666666666667
63250,2016,0.2,0.2
63250,2017,0.2,0.133333333333333
63250,2018,0.4,0.4
63250,2019,0.2,0.266666666666667
63250,2020,0.2,0.2
63250,2021,0.2,0.133333333333333
63250,2022,0.2,0.0666666666666667
63250,2023,0,0
63250,2024,0,0
63251,2014,0.4,0.2
63251,2015,0.2,0.0666666666666667
63251,2016,0.2,0.333333333333333
63251,2017,0.2,0.266666666666667
63251,2018,0.2,0.2
63251,2019,0.2,0.133333333333333
63251,2020,0.2,0.0666666666666667
63251,2021,0.2,0.333333333333333
63251,2022,0.4,0.6
63251,2023,0.4,0.466666666666667
63251,2024,0.4,0.333333333333333
63252,2014,0.2,0.2
63252,2015,0.2,0.133333333333333
63252,2016,0.4,0.4
63252,2017,0.2,0.266666666666667
63252,2018,0.2,0.2
63252,2019,0.2,0.133333333333333
63252,2020,0.2,0.0666666666666667
63252,2021,0.2,0.333333333333333
63252,2022,0.2,0.266666666666667
63252,2023,0.2,0.2
63252,2024,0.4,0.466666666666667
63253,2014,0,0
63253,2015,0,0
63253,2016,0,0
63253,2017,0,0
63253,2018,0,0
63253,2019,0.2,0.333333333333333
63253,2020,0.2,0.266666666666667
63253,2021,0.4,0.533333333333333
63253,2022,0.4,0.4
63253,2023,0.4,0.266666666666667
63253,2024,0.2,0.133333333333333
63255,2014,0.2,0.2
63255,2015,0.4,0.466666666666667
63255,2016,0.4,0.333333333333333
63255,2017,0.2,0.2
63255,2018,0.4,0.466666666666667
63255,2019,0.4,0.333333333333333
63255,2020,0.4,0.533333333333333
63255,2021,0.4,0.4
63255,2022,0.4,0.266666666666667
63255,2023,0.4,0.466666666666667
63255,2024,0.4,0.333333333333333
63256,2014,0.4,0.333333333333333
63256,2015,0.2,0.2
63256,2016,0.4,0.466666666666667
63256,2017,0.4,0.333333333333333
63256,2018,0.2,0.2
63256,2019,0.4,0.466666666666667
63256,2020,0.4,0.333333333333333
63256,2021,0.2,0.2
63256,2022,0.2,0.133333333333333
63256,2023,0.4,0.4
63256,2024,0.2,0.266666666666667
63258,2014,0.2,0.2
63258,2015,0.4,0.466666666666667
63258,2016,0.4,0.333333333333333
63258,2017,0.2,0.2
63258,2018,0.4,0.466666666666667
63258,2019,0.4,0.333333333333333
63258,2020,0.2,0.2
63258,2021,0.2,0.133333333333333
63258,2022,0.4,0.4
63258,2023,0.2,0.266666666666667
63258,2024,0.2,0.2
63261,2014,0.2,0.2
63261,2015,0.4,0.466666666666667
63261,2016,0.4,0.333333333333333
63261,2017,0.2,0.2
63261,2018,0.2,0.133333333333333
63261,2019,0.4,0.4
63261,2020,0.2,0.266666666666667
63261,2021,0.2,0.2
63261,2022,0.2,0.133333333333333
63261,2023,0.4,0.4
63261,2024,0.2,0.266666666666667
63262,2014,0.2,0.2
63262,2015,0.2,0.133333333333333
63262,2016,0.4,0.4
63262,2017,0.2,0.266666666666667
63262,2018,0.2,0.2
63262,2019,0.2,0.133333333333333
63262,2020,0.4,0.4
63262,2021,0.2,0.266666666666667
63262,2022,0.2,0.2
63262,2023,0.4,0.466666666666667
63262,2024,0.4,0.333333333333333
63263,2014,0.2,0.266666666666667
63263,2015,0.2,0.2
63263,2016,0.2,0.133333333333333
63263,2017,0.2,0.0666666666666667
63263,2018,0,0
63263,2019,0.2,0.333333333333333
63263,2020,0.2,0.266666666666667
